ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,maxtempC,mintempC,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
Christ College ATM,2011-01-24,100,43,57,410800,208500,202300,MONDAY,NH,W,HWW,29,13,11.6,6,62,10:47 PM,10:07 AM,06:49 AM,06:21 PM,12,22,22,22,14,2,59,0.0,1014,29,9,89,10
Big Street ATM,2011-01-25,39,21,18,139900,61600,78300,TUESDAY,NH,W,WHW,30,13,11.6,6,55,11:45 PM,10:53 AM,06:49 AM,06:22 PM,12,22,22,22,13,14,61,0.0,1014,30,9,82,9
Mount Road ATM,2011-01-25,140,81,59,439300,281800,157500,TUESDAY,NH,W,WHW,30,13,11.6,6,55,11:45 PM,10:53 AM,06:49 AM,06:22 PM,12,22,22,22,13,14,61,0.0,1014,30,9,82,9
Airport ATM,2011-01-25,83,65,18,363100,327500,35600,TUESDAY,NH,W,WHW,30,13,11.6,6,55,11:45 PM,10:53 AM,06:49 AM,06:22 PM,12,22,22,22,13,14,61,0.0,1014,30,9,82,9
KK Nagar ATM,2011-01-25,178,154,24,617000,553900,63100,TUESDAY,NH,W,WHW,30,13,11.6,6,55,11:45 PM,10:53 AM,06:49 AM,06:22 PM,12,22,22,22,13,14,61,0.0,1014,30,9,82,9
Christ College ATM,2011-01-25,89,47,42,325900,194000,131900,TUESDAY,NH,W,WHW,30,13,11.6,6,55,11:45 PM,10:53 AM,06:49 AM,06:22 PM,12,22,22,22,13,14,61,0.0,1014,30,9,82,9
Big Street ATM,2011-01-26,18,9,9,40500,22700,17800,WEDNESDAY,N,H,WHW,30,13,11.6,6,48,No moonrise,11:41 AM,06:49 AM,06:22 PM,14,22,22,22,15,15,66,0.0,1014,30,9,85,10
Mount Road ATM,2011-01-26,134,46,88,255400,96100,159300,WEDNESDAY,N,H,WHW,30,13,11.6,6,48,No moonrise,11:41 AM,06:49 AM,06:22 PM,14,22,22,22,15,15,66,0.0,1014,30,9,85,10
Airport ATM,2011-01-26,91,56,35,248200,199300,48900,WEDNESDAY,N,H,WHW,30,13,11.6,6,48,No moonrise,11:41 AM,06:49 AM,06:22 PM,14,22,22,22,15,15,66,0.0,1014,30,9,85,10
KK Nagar ATM,2011-01-26,157,142,15,485900,452800,33100,WEDNESDAY,N,H,WHW,30,13,11.6,6,48,No moonrise,11:41 AM,06:49 AM,06:22 PM,14,22,22,22,15,15,66,0.0,1014,30,9,85,10
Christ College ATM,2011-01-26,69,26,43,258400,101200,157200,WEDNESDAY,N,H,WHW,30,13,11.6,6,48,No moonrise,11:41 AM,06:49 AM,06:22 PM,14,22,22,22,15,15,66,0.0,1014,30,9,85,10
Big Street ATM,2011-01-27,26,17,9,83300,70200,13100,THURSDAY,NH,W,HWW,30,15,11.6,6,40,12:42 AM,12:31 PM,06:49 AM,06:23 PM,13,23,23,23,13,17,61,0.0,1014,30,8,79,9
Mount Road ATM,2011-01-27,147,67,80,461500,257900,203600,THURSDAY,NH,W,HWW,30,15,11.6,6,40,12:42 AM,12:31 PM,06:49 AM,06:23 PM,13,23,23,23,13,17,61,0.0,1014,30,8,79,9
Airport ATM,2011-01-27,93,68,25,402100,290500,111600,THURSDAY,NH,W,HWW,30,15,11.6,6,40,12:42 AM,12:31 PM,06:49 AM,06:23 PM,13,23,23,23,13,17,61,0.0,1014,30,8,79,9
KK Nagar ATM,2011-01-27,181,144,37,722900,580400,142500,THURSDAY,NH,W,HWW,30,15,11.6,6,40,12:42 AM,12:31 PM,06:49 AM,06:23 PM,13,23,23,23,13,17,61,0.0,1014,30,8,79,9
Christ College ATM,2011-01-27,96,41,55,336300,227800,108500,THURSDAY,NH,W,HWW,30,15,11.6,6,40,12:42 AM,12:31 PM,06:49 AM,06:23 PM,13,23,23,23,13,17,61,0.0,1014,30,8,79,9
Big Street ATM,2011-01-28,22,15,7,71300,49000,22300,FRIDAY,NH,W,WWH,30,14,11.6,6,33,01:40 AM,01:24 PM,06:49 AM,06:23 PM,12,24,24,24,12,13,56,0.0,1014,30,9,88,8
Mount Road ATM,2011-01-28,126,69,57,336300,224000,112300,FRIDAY,NH,W,WWH,30,14,11.6,6,33,01:40 AM,01:24 PM,06:49 AM,06:23 PM,12,24,24,24,12,13,56,0.0,1014,30,9,88,8
Airport ATM,2011-01-28,77,55,22,191800,156900,34900,FRIDAY,NH,W,WWH,30,14,11.6,6,33,01:40 AM,01:24 PM,06:49 AM,06:23 PM,12,24,24,24,12,13,56,0.0,1014,30,9,88,8
KK Nagar ATM,2011-01-28,193,166,27,874200,789700,84500,FRIDAY,NH,W,WWH,30,14,11.6,6,33,01:40 AM,01:24 PM,06:49 AM,06:23 PM,12,24,24,24,12,13,56,0.0,1014,30,9,88,8
Christ College ATM,2011-01-28,77,36,41,254500,169400,85100,FRIDAY,NH,W,WWH,30,14,11.6,6,33,01:40 AM,01:24 PM,06:49 AM,06:23 PM,12,24,24,24,12,13,56,0.0,1014,30,9,88,8
Big Street ATM,2011-01-29,53,15,38,163500,47000,116500,SATURDAY,NH,H,WHH,30,15,11.6,6,26,02:37 AM,02:18 PM,06:49 AM,06:24 PM,12,23,23,23,15,4,58,0.0,1013,30,9,87,9
Mount Road ATM,2011-01-29,124,59,65,428000,260700,167300,SATURDAY,NH,H,WHH,30,15,11.6,6,26,02:37 AM,02:18 PM,06:49 AM,06:24 PM,12,23,23,23,15,4,58,0.0,1013,30,9,87,9
Airport ATM,2011-01-29,82,60,22,384600,348400,36200,SATURDAY,NH,H,WHH,30,15,11.6,6,26,02:37 AM,02:18 PM,06:49 AM,06:24 PM,12,23,23,23,15,4,58,0.0,1013,30,9,87,9
KK Nagar ATM,2011-01-29,269,221,48,1082200,913100,169100,SATURDAY,NH,H,WHH,30,15,11.6,6,26,02:37 AM,02:18 PM,06:49 AM,06:24 PM,12,23,23,23,15,4,58,0.0,1013,30,9,87,9
Christ College ATM,2011-01-29,87,50,37,463400,319200,144200,SATURDAY,NH,H,WHH,30,15,11.6,6,26,02:37 AM,02:18 PM,06:49 AM,06:24 PM,12,23,23,23,15,4,58,0.0,1013,30,9,87,9
Big Street ATM,2011-01-30,18,10,8,41100,25800,15300,SUNDAY,NH,H,HHW,30,13,11.6,6,19,03:34 AM,03:13 PM,06:49 AM,06:24 PM,12,24,24,24,13,1,54,0.0,1013,30,10,91,9
Mount Road ATM,2011-01-30,137,53,84,296400,169900,126500,SUNDAY,NH,H,HHW,30,13,11.6,6,19,03:34 AM,03:13 PM,06:49 AM,06:24 PM,12,24,24,24,13,1,54,0.0,1013,30,10,91,9
Airport ATM,2011-01-30,58,42,16,194400,173700,20700,SUNDAY,NH,H,HHW,30,13,11.6,6,19,03:34 AM,03:13 PM,06:49 AM,06:24 PM,12,24,24,24,13,1,54,0.0,1013,30,10,91,9
KK Nagar ATM,2011-01-30,143,121,22,517100,467000,50100,SUNDAY,NH,H,HHW,30,13,11.6,6,19,03:34 AM,03:13 PM,06:49 AM,06:24 PM,12,24,24,24,13,1,54,0.0,1013,30,10,91,9
Christ College ATM,2011-01-30,75,27,48,277200,127500,149700,SUNDAY,NH,H,HHW,30,13,11.6,6,19,03:34 AM,03:13 PM,06:49 AM,06:24 PM,12,24,24,24,13,1,54,0.0,1013,30,10,91,9
Big Street ATM,2011-01-31,23,13,10,70800,25100,45700,MONDAY,NH,W,HWW,30,14,11.6,6,15,04:26 AM,04:08 PM,06:49 AM,06:24 PM,12,24,24,24,12,1,53,0.0,1013,30,9,83,8
Mount Road ATM,2011-01-31,142,82,60,515100,262800,252300,MONDAY,NH,W,HWW,30,14,11.6,6,15,04:26 AM,04:08 PM,06:49 AM,06:24 PM,12,24,24,24,12,1,53,0.0,1013,30,9,83,8
Airport ATM,2011-01-31,96,74,22,526000,436700,89300,MONDAY,NH,W,HWW,30,14,11.6,6,15,04:26 AM,04:08 PM,06:49 AM,06:24 PM,12,24,24,24,12,1,53,0.0,1013,30,9,83,8
KK Nagar ATM,2011-01-31,302,244,58,1310300,1039700,270600,MONDAY,NH,W,HWW,30,14,11.6,6,15,04:26 AM,04:08 PM,06:49 AM,06:24 PM,12,24,24,24,12,1,53,0.0,1013,30,9,83,8
Christ College ATM,2011-01-31,91,39,52,369100,179000,190100,MONDAY,NH,W,HWW,30,14,11.6,6,15,04:26 AM,04:08 PM,06:49 AM,06:24 PM,12,24,24,24,12,1,53,0.0,1013,30,9,83,8
Big Street ATM,2011-02-01,36,17,19,161700,121300,40400,TUESDAY,NH,W,WWW,30,14,11.6,6,0,05:16 AM,05:01 PM,06:49 AM,06:25 PM,8,24,23,24,13,2,46,0.0,1013,30,10,62,9
Mount Road ATM,2011-02-01,164,106,58,631800,476600,155200,TUESDAY,NH,W,WWW,30,14,11.6,6,0,05:16 AM,05:01 PM,06:49 AM,06:25 PM,8,24,23,24,13,2,46,0.0,1013,30,10,62,9
Airport ATM,2011-02-01,105,78,27,578100,438700,139400,TUESDAY,NH,W,WWW,30,14,11.6,6,0,05:16 AM,05:01 PM,06:49 AM,06:25 PM,8,24,23,24,13,2,46,0.0,1013,30,10,62,9
KK Nagar ATM,2011-02-01,221,183,38,958300,770900,187400,TUESDAY,NH,W,WWW,30,14,11.6,6,0,05:16 AM,05:01 PM,06:49 AM,06:25 PM,8,24,23,24,13,2,46,0.0,1013,30,10,62,9
Christ College ATM,2011-02-01,97,31,66,432000,158400,273600,TUESDAY,NH,W,WWW,30,14,11.6,6,0,05:16 AM,05:01 PM,06:49 AM,06:25 PM,8,24,23,24,13,2,46,0.0,1013,30,10,62,9
Big Street ATM,2011-02-02,19,13,6,79200,70500,8700,WEDNESDAY,NH,W,WWW,30,13,11.6,6,0,06:01 AM,05:53 PM,06:49 AM,06:25 PM,9,23,22,23,14,1,48,0.0,1014,30,10,84,10
Mount Road ATM,2011-02-02,164,93,71,714900,495000,219900,WEDNESDAY,NH,W,WWW,30,13,11.6,6,0,06:01 AM,05:53 PM,06:49 AM,06:25 PM,9,23,22,23,14,1,48,0.0,1014,30,10,84,10
Airport ATM,2011-02-02,104,72,32,472000,345000,127000,WEDNESDAY,NH,W,WWW,30,13,11.6,6,0,06:01 AM,05:53 PM,06:49 AM,06:25 PM,9,23,22,23,14,1,48,0.0,1014,30,10,84,10
KK Nagar ATM,2011-02-02,271,196,75,1159900,833900,326000,WEDNESDAY,NH,W,WWW,30,13,11.6,6,0,06:01 AM,05:53 PM,06:49 AM,06:25 PM,9,23,22,23,14,1,48,0.0,1014,30,10,84,10
Christ College ATM,2011-02-02,133,55,78,714600,329400,385200,WEDNESDAY,NH,W,WWW,30,13,11.6,6,0,06:01 AM,05:53 PM,06:49 AM,06:25 PM,9,23,22,23,14,1,48,0.0,1014,30,10,84,10
Big Street ATM,2011-02-03,40,26,14,167800,121900,45900,THURSDAY,NH,W,WWW,30,15,11.6,6,0,06:43 AM,06:41 PM,06:48 AM,06:26 PM,9,23,22,23,12,4,47,0.0,1013,30,10,83,8
Mount Road ATM,2011-02-03,170,82,88,593000,426100,166900,THURSDAY,NH,W,WWW,30,15,11.6,6,0,06:43 AM,06:41 PM,06:48 AM,06:26 PM,9,23,22,23,12,4,47,0.0,1013,30,10,83,8
Airport ATM,2011-02-03,114,95,19,467800,403800,64000,THURSDAY,NH,W,WWW,30,15,11.6,6,0,06:43 AM,06:41 PM,06:48 AM,06:26 PM,9,23,22,23,12,4,47,0.0,1013,30,10,83,8
KK Nagar ATM,2011-02-03,198,164,34,823400,731700,91700,THURSDAY,NH,W,WWW,30,15,11.6,6,0,06:43 AM,06:41 PM,06:48 AM,06:26 PM,9,23,22,23,12,4,47,0.0,1013,30,10,83,8
Christ College ATM,2011-02-03,80,36,44,359800,172400,187400,THURSDAY,NH,W,WWW,30,15,11.6,6,0,06:43 AM,06:41 PM,06:48 AM,06:26 PM,9,23,22,23,12,4,47,0.0,1013,30,10,83,8
Big Street ATM,2011-02-04,28,18,10,112700,82700,30000,FRIDAY,NH,W,WWH,31,14,11.6,6,3,07:23 AM,07:28 PM,06:48 AM,06:26 PM,7,23,22,23,12,8,41,0.0,1013,31,10,37,8
Mount Road ATM,2011-02-04,185,91,94,615700,345300,270400,FRIDAY,NH,W,WWH,31,14,11.6,6,3,07:23 AM,07:28 PM,06:48 AM,06:26 PM,7,23,22,23,12,8,41,0.0,1013,31,10,37,8
Airport ATM,2011-02-04,114,93,21,534800,448400,86400,FRIDAY,NH,W,WWH,31,14,11.6,6,3,07:23 AM,07:28 PM,06:48 AM,06:26 PM,7,23,22,23,12,8,41,0.0,1013,31,10,37,8
KK Nagar ATM,2011-02-04,221,181,40,919100,793800,125300,FRIDAY,NH,W,WWH,31,14,11.6,6,3,07:23 AM,07:28 PM,06:48 AM,06:26 PM,7,23,22,23,12,8,41,0.0,1013,31,10,37,8
Christ College ATM,2011-02-04,78,38,40,382500,220300,162200,FRIDAY,NH,W,WWH,31,14,11.6,6,3,07:23 AM,07:28 PM,06:48 AM,06:26 PM,7,23,22,23,12,8,41,0.0,1013,31,10,37,8
Big Street ATM,2011-02-05,23,13,10,144000,91700,52300,SATURDAY,NH,H,WHH,31,14,11.6,6,11,08:00 AM,08:13 PM,06:48 AM,06:26 PM,8,24,24,24,12,1,41,0.0,1012,31,10,72,8
Mount Road ATM,2011-02-05,249,112,137,1007100,637200,369900,SATURDAY,NH,H,WHH,31,14,11.6,6,11,08:00 AM,08:13 PM,06:48 AM,06:26 PM,8,24,24,24,12,1,41,0.0,1012,31,10,72,8
Airport ATM,2011-02-05,110,75,35,520200,367500,152700,SATURDAY,NH,H,WHH,31,14,11.6,6,11,08:00 AM,08:13 PM,06:48 AM,06:26 PM,8,24,24,24,12,1,41,0.0,1012,31,10,72,8
KK Nagar ATM,2011-02-05,203,165,38,767500,678800,88700,SATURDAY,NH,H,WHH,31,14,11.6,6,11,08:00 AM,08:13 PM,06:48 AM,06:26 PM,8,24,24,24,12,1,41,0.0,1012,31,10,72,8
Christ College ATM,2011-02-05,100,46,54,429800,230700,199100,SATURDAY,NH,H,WHH,31,14,11.6,6,11,08:00 AM,08:13 PM,06:48 AM,06:26 PM,8,24,24,24,12,1,41,0.0,1012,31,10,72,8
Big Street ATM,2011-02-06,32,14,18,110400,59000,51400,SUNDAY,NH,H,HHW,31,12,11.6,6,18,08:36 AM,08:59 PM,06:48 AM,06:27 PM,7,24,24,24,12,0,40,0.0,1012,31,10,84,8
Mount Road ATM,2011-02-06,175,63,112,499900,240100,259800,SUNDAY,NH,H,HHW,31,12,11.6,6,18,08:36 AM,08:59 PM,06:48 AM,06:27 PM,7,24,24,24,12,0,40,0.0,1012,31,10,84,8
Airport ATM,2011-02-06,128,64,64,478900,282700,196200,SUNDAY,NH,H,HHW,31,12,11.6,6,18,08:36 AM,08:59 PM,06:48 AM,06:27 PM,7,24,24,24,12,0,40,0.0,1012,31,10,84,8
KK Nagar ATM,2011-02-06,159,106,53,387400,260200,127200,SUNDAY,NH,H,HHW,31,12,11.6,6,18,08:36 AM,08:59 PM,06:48 AM,06:27 PM,7,24,24,24,12,0,40,0.0,1012,31,10,84,8
Christ College ATM,2011-02-06,92,28,64,292300,78800,213500,SUNDAY,NH,H,HHW,31,12,11.6,6,18,08:36 AM,08:59 PM,06:48 AM,06:27 PM,7,24,24,24,12,0,40,0.0,1012,31,10,84,8
Big Street ATM,2011-02-07,28,13,15,80300,38600,41700,MONDAY,NH,W,HWW,32,12,11.6,6,26,09:12 AM,09:44 PM,06:48 AM,06:27 PM,11,25,25,25,6,1,47,0.0,1011,32,10,90,4
Mount Road ATM,2011-02-07,176,95,81,622800,389000,233800,MONDAY,NH,W,HWW,32,12,11.6,6,26,09:12 AM,09:44 PM,06:48 AM,06:27 PM,11,25,25,25,6,1,47,0.0,1011,32,10,90,4
Airport ATM,2011-02-07,110,63,47,440400,308200,132200,MONDAY,NH,W,HWW,32,12,11.6,6,26,09:12 AM,09:44 PM,06:48 AM,06:27 PM,11,25,25,25,6,1,47,0.0,1011,32,10,90,4
KK Nagar ATM,2011-02-07,223,162,61,849600,628700,220900,MONDAY,NH,W,HWW,32,12,11.6,6,26,09:12 AM,09:44 PM,06:48 AM,06:27 PM,11,25,25,25,6,1,47,0.0,1011,32,10,90,4
Christ College ATM,2011-02-07,110,48,62,430000,190600,239400,MONDAY,NH,W,HWW,32,12,11.6,6,26,09:12 AM,09:44 PM,06:48 AM,06:27 PM,11,25,25,25,6,1,47,0.0,1011,32,10,90,4
Big Street ATM,2011-02-08,42,20,22,175300,89800,85500,TUESDAY,NH,W,WWW,32,14,11.6,6,33,09:49 AM,10:30 PM,06:47 AM,06:27 PM,9,25,25,25,9,2,43,0.0,1009,32,10,45,6
Mount Road ATM,2011-02-08,198,94,104,620200,354900,265300,TUESDAY,NH,W,WWW,32,14,11.6,6,33,09:49 AM,10:30 PM,06:47 AM,06:27 PM,9,25,25,25,9,2,43,0.0,1009,32,10,45,6
Airport ATM,2011-02-08,121,92,29,609200,528400,80800,TUESDAY,NH,W,WWW,32,14,11.6,6,33,09:49 AM,10:30 PM,06:47 AM,06:27 PM,9,25,25,25,9,2,43,0.0,1009,32,10,45,6
KK Nagar ATM,2011-02-08,209,175,34,798000,683800,114200,TUESDAY,NH,W,WWW,32,14,11.6,6,33,09:49 AM,10:30 PM,06:47 AM,06:27 PM,9,25,25,25,9,2,43,0.0,1009,32,10,45,6
Christ College ATM,2011-02-08,93,45,48,343000,175500,167500,TUESDAY,NH,W,WWW,32,14,11.6,6,33,09:49 AM,10:30 PM,06:47 AM,06:27 PM,9,25,25,25,9,2,43,0.0,1009,32,10,45,6
Big Street ATM,2011-02-09,32,14,18,94600,42900,51700,WEDNESDAY,NH,W,WWW,32,12,11.6,6,41,10:27 AM,11:18 PM,06:47 AM,06:28 PM,7,25,25,25,9,0,36,0.0,1009,32,10,91,6
Mount Road ATM,2011-02-09,176,102,74,649100,433000,216100,WEDNESDAY,NH,W,WWW,32,12,11.6,6,41,10:27 AM,11:18 PM,06:47 AM,06:28 PM,7,25,25,25,9,0,36,0.0,1009,32,10,91,6
Airport ATM,2011-02-09,108,71,37,507800,383100,124700,WEDNESDAY,NH,W,WWW,32,12,11.6,6,41,10:27 AM,11:18 PM,06:47 AM,06:28 PM,7,25,25,25,9,0,36,0.0,1009,32,10,91,6
KK Nagar ATM,2011-02-09,225,162,63,1003900,763600,240300,WEDNESDAY,NH,W,WWW,32,12,11.6,6,41,10:27 AM,11:18 PM,06:47 AM,06:28 PM,7,25,25,25,9,0,36,0.0,1009,32,10,91,6
Christ College ATM,2011-02-09,81,33,48,381600,153900,227700,WEDNESDAY,NH,W,WWW,32,12,11.6,6,41,10:27 AM,11:18 PM,06:47 AM,06:28 PM,7,25,25,25,9,0,36,0.0,1009,32,10,91,6
Big Street ATM,2011-02-10,31,15,16,78100,39800,38300,THURSDAY,NH,W,WWW,31,12,11.6,6,48,11:09 AM,No moonset,06:47 AM,06:28 PM,3,24,23,24,12,0,31,0.0,1011,31,10,91,8
Mount Road ATM,2011-02-10,175,98,77,508500,320800,187700,THURSDAY,NH,W,WWW,31,12,11.6,6,48,11:09 AM,No moonset,06:47 AM,06:28 PM,3,24,23,24,12,0,31,0.0,1011,31,10,91,8
Airport ATM,2011-02-10,107,85,22,456800,394800,62000,THURSDAY,NH,W,WWW,31,12,11.6,6,48,11:09 AM,No moonset,06:47 AM,06:28 PM,3,24,23,24,12,0,31,0.0,1011,31,10,91,8
KK Nagar ATM,2011-02-10,198,156,42,767000,616900,150100,THURSDAY,NH,W,WWW,31,12,11.6,6,48,11:09 AM,No moonset,06:47 AM,06:28 PM,3,24,23,24,12,0,31,0.0,1011,31,10,91,8
Christ College ATM,2011-02-10,91,44,47,348300,236900,111400,THURSDAY,NH,W,WWW,31,12,11.6,6,48,11:09 AM,No moonset,06:47 AM,06:28 PM,3,24,23,24,12,0,31,0.0,1011,31,10,91,8
Big Street ATM,2011-02-11,31,16,15,107400,81000,26400,FRIDAY,NH,W,WWW,31,12,11.6,6,56,11:54 AM,12:07 AM,06:47 AM,06:28 PM,6,23,23,23,15,0,39,0.0,1012,31,10,89,10
Mount Road ATM,2011-02-11,168,79,89,462500,323900,138600,FRIDAY,NH,W,WWW,31,12,11.6,6,56,11:54 AM,12:07 AM,06:47 AM,06:28 PM,6,23,23,23,15,0,39,0.0,1012,31,10,89,10
Airport ATM,2011-02-11,80,59,21,406100,345900,60200,FRIDAY,NH,W,WWW,31,12,11.6,6,56,11:54 AM,12:07 AM,06:47 AM,06:28 PM,6,23,23,23,15,0,39,0.0,1012,31,10,89,10
KK Nagar ATM,2011-02-11,177,158,19,615500,582700,32800,FRIDAY,NH,W,WWW,31,12,11.6,6,56,11:54 AM,12:07 AM,06:47 AM,06:28 PM,6,23,23,23,15,0,39,0.0,1012,31,10,89,10
Christ College ATM,2011-02-11,78,30,48,413300,153600,259700,FRIDAY,NH,W,WWW,31,12,11.6,6,56,11:54 AM,12:07 AM,06:47 AM,06:28 PM,6,23,23,23,15,0,39,0.0,1012,31,10,89,10
Big Street ATM,2011-02-12,45,17,28,143200,66800,76400,SATURDAY,NH,H,WHH,31,13,11.6,6,64,12:43 PM,01:00 AM,06:46 AM,06:29 PM,7,24,24,24,12,0,43,0.0,1012,31,10,87,8
Mount Road ATM,2011-02-12,172,81,91,357100,142900,214200,SATURDAY,NH,H,WHH,31,13,11.6,6,64,12:43 PM,01:00 AM,06:46 AM,06:29 PM,7,24,24,24,12,0,43,0.0,1012,31,10,87,8
Airport ATM,2011-02-12,116,86,30,429200,356700,72500,SATURDAY,NH,H,WHH,31,13,11.6,6,64,12:43 PM,01:00 AM,06:46 AM,06:29 PM,7,24,24,24,12,0,43,0.0,1012,31,10,87,8
KK Nagar ATM,2011-02-12,227,197,30,802500,685800,116700,SATURDAY,NH,H,WHH,31,13,11.6,6,64,12:43 PM,01:00 AM,06:46 AM,06:29 PM,7,24,24,24,12,0,43,0.0,1012,31,10,87,8
Christ College ATM,2011-02-12,99,49,50,452900,259800,193100,SATURDAY,NH,H,WHH,31,13,11.6,6,64,12:43 PM,01:00 AM,06:46 AM,06:29 PM,7,24,24,24,12,0,43,0.0,1012,31,10,87,8
Big Street ATM,2011-02-13,28,16,12,74900,54300,20600,SUNDAY,NH,H,HHW,31,12,11.6,6,71,01:37 PM,01:54 AM,06:46 AM,06:29 PM,6,24,24,24,12,0,37,0.0,1011,31,10,89,8
Mount Road ATM,2011-02-13,145,50,95,359400,227100,132300,SUNDAY,NH,H,HHW,31,12,11.6,6,71,01:37 PM,01:54 AM,06:46 AM,06:29 PM,6,24,24,24,12,0,37,0.0,1011,31,10,89,8
Airport ATM,2011-02-13,91,63,28,288100,255000,33100,SUNDAY,NH,H,HHW,31,12,11.6,6,71,01:37 PM,01:54 AM,06:46 AM,06:29 PM,6,24,24,24,12,0,37,0.0,1011,31,10,89,8
KK Nagar ATM,2011-02-13,137,108,29,370700,273200,97500,SUNDAY,NH,H,HHW,31,12,11.6,6,71,01:37 PM,01:54 AM,06:46 AM,06:29 PM,6,24,24,24,12,0,37,0.0,1011,31,10,89,8
Christ College ATM,2011-02-13,40,19,21,119000,56500,62500,SUNDAY,NH,H,HHW,31,12,11.6,6,71,01:37 PM,01:54 AM,06:46 AM,06:29 PM,6,24,24,24,12,0,37,0.0,1011,31,10,89,8
Big Street ATM,2011-02-14,33,17,16,117000,84000,33000,MONDAY,NH,W,HWW,32,12,11.6,6,79,02:34 PM,02:50 AM,06:46 AM,06:29 PM,9,25,25,25,9,1,41,0.0,1010,32,10,121,6
Mount Road ATM,2011-02-14,153,78,75,413100,270100,143000,MONDAY,NH,W,HWW,32,12,11.6,6,79,02:34 PM,02:50 AM,06:46 AM,06:29 PM,9,25,25,25,9,1,41,0.0,1010,32,10,121,6
Airport ATM,2011-02-14,86,69,17,365800,306700,59100,MONDAY,NH,W,HWW,32,12,11.6,6,79,02:34 PM,02:50 AM,06:46 AM,06:29 PM,9,25,25,25,9,1,41,0.0,1010,32,10,121,6
KK Nagar ATM,2011-02-14,207,162,45,791300,614400,176900,MONDAY,NH,W,HWW,32,12,11.6,6,79,02:34 PM,02:50 AM,06:46 AM,06:29 PM,9,25,25,25,9,1,41,0.0,1010,32,10,121,6
Christ College ATM,2011-02-14,38,17,21,173100,93500,79600,MONDAY,NH,W,HWW,32,12,11.6,6,79,02:34 PM,02:50 AM,06:46 AM,06:29 PM,9,25,25,25,9,1,41,0.0,1010,32,10,121,6
Big Street ATM,2011-02-15,34,17,17,123700,77300,46400,TUESDAY,NH,W,WWH,33,13,11.6,6,86,03:34 PM,03:46 AM,06:45 AM,06:30 PM,13,26,26,26,10,2,52,0.0,1011,33,10,236,6
Mount Road ATM,2011-02-15,154,97,57,499900,393200,106700,TUESDAY,NH,W,WWH,33,13,11.6,6,86,03:34 PM,03:46 AM,06:45 AM,06:30 PM,13,26,26,26,10,2,52,0.0,1011,33,10,236,6
Airport ATM,2011-02-15,98,78,20,362000,323000,39000,TUESDAY,NH,W,WWH,33,13,11.6,6,86,03:34 PM,03:46 AM,06:45 AM,06:30 PM,13,26,26,26,10,2,52,0.0,1011,33,10,236,6
KK Nagar ATM,2011-02-15,208,167,41,890100,701100,189000,TUESDAY,NH,W,WWH,33,13,11.6,6,86,03:34 PM,03:46 AM,06:45 AM,06:30 PM,13,26,26,26,10,2,52,0.0,1011,33,10,236,6
Christ College ATM,2011-02-15,93,59,34,357700,247900,109800,TUESDAY,NH,W,WWH,33,13,11.6,6,86,03:34 PM,03:46 AM,06:45 AM,06:30 PM,13,26,26,26,10,2,52,0.0,1011,33,10,236,6
Big Street ATM,2011-02-16,14,6,8,23700,5600,18100,WEDNESDAY,M,H,WHW,34,15,11.6,6,94,04:35 PM,04:40 AM,06:45 AM,06:30 PM,15,25,25,25,7,11,59,0.0,1011,34,9,248,4
Mount Road ATM,2011-02-16,131,58,73,317300,188700,128600,WEDNESDAY,M,H,WHW,34,15,11.6,6,94,04:35 PM,04:40 AM,06:45 AM,06:30 PM,15,25,25,25,7,11,59,0.0,1011,34,9,248,4
Airport ATM,2011-02-16,65,51,14,277900,248200,29700,WEDNESDAY,M,H,WHW,34,15,11.6,6,94,04:35 PM,04:40 AM,06:45 AM,06:30 PM,15,25,25,25,7,11,59,0.0,1011,34,9,248,4
KK Nagar ATM,2011-02-16,162,125,37,482200,399700,82500,WEDNESDAY,M,H,WHW,34,15,11.6,6,94,04:35 PM,04:40 AM,06:45 AM,06:30 PM,15,25,25,25,7,11,59,0.0,1011,34,9,248,4
Christ College ATM,2011-02-16,55,22,33,147100,64000,83100,WEDNESDAY,M,H,WHW,34,15,11.6,6,94,04:35 PM,04:40 AM,06:45 AM,06:30 PM,15,25,25,25,7,11,59,0.0,1011,34,9,248,4
Big Street ATM,2011-02-17,26,15,11,99700,66500,33200,THURSDAY,NH,W,HWW,34,16,11.6,6,100,05:36 PM,05:33 AM,06:45 AM,06:30 PM,15,26,26,26,9,17,55,0.0,1011,34,10,224,5
Mount Road ATM,2011-02-17,160,83,77,549900,312600,237300,THURSDAY,NH,W,HWW,34,16,11.6,6,100,05:36 PM,05:33 AM,06:45 AM,06:30 PM,15,26,26,26,9,17,55,0.0,1011,34,10,224,5
Airport ATM,2011-02-17,77,62,15,292300,272200,20100,THURSDAY,NH,W,HWW,34,16,11.6,6,100,05:36 PM,05:33 AM,06:45 AM,06:30 PM,15,26,26,26,9,17,55,0.0,1011,34,10,224,5
