ATM Name,Transaction Date,Total amount Withdrawn,Weekday,Type,isYesterdayHoliday,isHoliday,isTomorrowHoliday,isYesterdayWeekday,isTomorrowWeekday,isWeekday,Rainfall Status
KK Nagar ATM,2011-02-24,647400,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2011-02-24,255600,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2011-02-25,33700,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2011-02-25,339300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2011-02-25,291300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2011-02-25,552700,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2011-02-25,200500,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2011-02-26,119600,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Mount Road ATM,2011-02-26,470600,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Airport ATM,2011-02-26,608300,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
KK Nagar ATM,2011-02-26,780100,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Christ College ATM,2011-02-26,375800,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Big Street ATM,2011-02-27,18000,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Mount Road ATM,2011-02-27,8100,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Airport ATM,2011-02-27,300000,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
KK Nagar ATM,2011-02-27,191700,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Christ College ATM,2011-02-27,283700,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Big Street ATM,2011-02-28,149000,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Mount Road ATM,2011-02-28,572800,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Airport ATM,2011-02-28,354200,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
KK Nagar ATM,2011-02-28,960900,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Christ College ATM,2011-02-28,398900,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Big Street ATM,2011-03-01,105800,TUESDAY,No Holiday,False,False,True,True,True,True,No Rain
Mount Road ATM,2011-03-01,730000,TUESDAY,No Holiday,False,False,True,True,True,True,No Rain
Airport ATM,2011-03-01,519100,TUESDAY,No Holiday,False,False,True,True,True,True,No Rain
KK Nagar ATM,2011-03-01,1041900,TUESDAY,No Holiday,False,False,True,True,True,True,No Rain
Christ College ATM,2011-03-01,479800,TUESDAY,No Holiday,False,False,True,True,True,True,No Rain
Big Street ATM,2011-03-02,143300,WEDNESDAY,Gazetted Holiday,False,True,False,True,True,True,No Rain
Mount Road ATM,2011-03-02,610800,WEDNESDAY,Gazetted Holiday,False,True,False,True,True,True,No Rain
Airport ATM,2011-03-02,616800,WEDNESDAY,Gazetted Holiday,False,True,False,True,True,True,No Rain
KK Nagar ATM,2011-03-02,1043200,WEDNESDAY,Gazetted Holiday,False,True,False,True,True,True,No Rain
Christ College ATM,2011-03-02,638200,WEDNESDAY,Gazetted Holiday,False,True,False,True,True,True,No Rain
Big Street ATM,2011-03-03,109100,THURSDAY,No Holiday,True,False,False,True,True,True,Light Rain
Mount Road ATM,2011-03-03,766800,THURSDAY,No Holiday,True,False,False,True,True,True,Light Rain
Airport ATM,2011-03-03,342800,THURSDAY,No Holiday,True,False,False,True,True,True,Light Rain
KK Nagar ATM,2011-03-03,1043500,THURSDAY,No Holiday,True,False,False,True,True,True,Light Rain
Christ College ATM,2011-03-03,405100,THURSDAY,No Holiday,True,False,False,True,True,True,Light Rain
Big Street ATM,2011-03-04,167100,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2011-03-04,738900,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2011-03-04,433000,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2011-03-04,718600,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2011-03-04,423900,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2011-03-05,116000,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Mount Road ATM,2011-03-05,1005600,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Airport ATM,2011-03-05,585800,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
KK Nagar ATM,2011-03-05,751600,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Christ College ATM,2011-03-05,582300,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Big Street ATM,2011-03-06,110200,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Mount Road ATM,2011-03-06,668600,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Airport ATM,2011-03-06,428600,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
KK Nagar ATM,2011-03-06,637800,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Christ College ATM,2011-03-06,333400,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Big Street ATM,2011-03-07,111300,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Mount Road ATM,2011-03-07,644900,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Airport ATM,2011-03-07,409800,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
KK Nagar ATM,2011-03-07,667100,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Christ College ATM,2011-03-07,231800,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Big Street ATM,2011-03-08,134400,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2011-03-08,950400,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2011-03-08,670700,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2011-03-08,813100,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2011-03-08,323000,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2011-03-09,173100,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2011-03-09,620900,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2011-03-09,641900,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2011-03-09,1375800,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2011-03-09,450700,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2011-03-10,127600,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2011-03-10,529900,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2011-03-10,372600,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2011-03-10,759900,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2011-03-10,385100,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2011-03-11,110200,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Mount Road ATM,2011-03-11,441100,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Airport ATM,2011-03-11,299400,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
KK Nagar ATM,2011-03-11,514400,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Christ College ATM,2011-03-11,312900,FRIDAY,No Holiday,False,False,False,True,False,True,No Rain
Big Street ATM,2011-03-12,82400,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Mount Road ATM,2011-03-12,502900,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Airport ATM,2011-03-12,634000,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
KK Nagar ATM,2011-03-12,583700,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Christ College ATM,2011-03-12,262300,SATURDAY,No Holiday,False,False,False,True,False,False,No Rain
Big Street ATM,2011-03-13,134700,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Mount Road ATM,2011-03-13,301800,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Airport ATM,2011-03-13,355700,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
KK Nagar ATM,2011-03-13,282000,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Christ College ATM,2011-03-13,153200,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Big Street ATM,2011-03-14,76100,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Mount Road ATM,2011-03-14,566800,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Airport ATM,2011-03-14,474700,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
KK Nagar ATM,2011-03-14,804300,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Christ College ATM,2011-03-14,283200,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Big Street ATM,2011-03-15,111200,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2011-03-15,513000,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2011-03-15,514500,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2011-03-15,758300,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2011-03-15,183900,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2011-03-16,131200,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2011-03-16,525600,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2011-03-16,437300,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2011-03-16,835800,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2011-03-16,220200,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2011-03-17,76300,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2011-03-17,395500,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2011-03-17,380600,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2011-03-17,579700,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2011-03-17,238800,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2011-03-18,97400,FRIDAY,No Holiday,False,False,True,True,False,True,No Rain
Mount Road ATM,2011-03-18,533600,FRIDAY,No Holiday,False,False,True,True,False,True,No Rain
Airport ATM,2011-03-18,362900,FRIDAY,No Holiday,False,False,True,True,False,True,No Rain
KK Nagar ATM,2011-03-18,670000,FRIDAY,No Holiday,False,False,True,True,False,True,No Rain
Christ College ATM,2011-03-18,290000,FRIDAY,No Holiday,False,False,True,True,False,True,No Rain
Big Street ATM,2011-03-19,94300,SATURDAY,Restricted Holiday,False,True,True,True,False,False,No Rain
Mount Road ATM,2011-03-19,544000,SATURDAY,Restricted Holiday,False,True,True,True,False,False,No Rain
Airport ATM,2011-03-19,355400,SATURDAY,Restricted Holiday,False,True,True,True,False,False,No Rain
KK Nagar ATM,2011-03-19,567600,SATURDAY,Restricted Holiday,False,True,True,True,False,False,No Rain
Christ College ATM,2011-03-19,345600,SATURDAY,Restricted Holiday,False,True,True,True,False,False,No Rain
Big Street ATM,2011-03-20,9200,SUNDAY,Gazetted Holiday,True,True,False,False,True,False,No Rain
Mount Road ATM,2011-03-20,395200,SUNDAY,Gazetted Holiday,True,True,False,False,True,False,No Rain
Airport ATM,2011-03-20,300300,SUNDAY,Gazetted Holiday,True,True,False,False,True,False,No Rain
KK Nagar ATM,2011-03-20,278000,SUNDAY,Gazetted Holiday,True,True,False,False,True,False,No Rain
Christ College ATM,2011-03-20,164400,SUNDAY,Gazetted Holiday,True,True,False,False,True,False,No Rain
Big Street ATM,2011-03-21,99400,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Mount Road ATM,2011-03-21,336000,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Airport ATM,2011-03-21,517800,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
KK Nagar ATM,2011-03-21,725500,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Christ College ATM,2011-03-21,287700,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Big Street ATM,2011-03-22,47600,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2011-03-22,288500,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2011-03-22,259400,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2011-03-22,747100,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2011-03-22,250200,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2011-03-23,52800,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2011-03-23,465300,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2011-03-23,480300,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2011-03-23,798500,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2011-03-23,237200,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2011-03-24,34000,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2011-03-24,365900,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2011-03-24,370400,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2011-03-24,561300,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2011-03-24,304000,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2011-03-25,37900,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2011-03-25,390200,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2011-03-25,231700,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2011-03-25,592900,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2011-03-25,206500,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2011-03-26,41300,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Mount Road ATM,2011-03-26,320500,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Airport ATM,2011-03-26,448900,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
KK Nagar ATM,2011-03-26,812800,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Christ College ATM,2011-03-26,215100,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Big Street ATM,2011-03-27,88800,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Mount Road ATM,2011-03-27,332700,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Airport ATM,2011-03-27,360300,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
KK Nagar ATM,2011-03-27,333100,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Christ College ATM,2011-03-27,286200,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Big Street ATM,2011-03-28,144200,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Mount Road ATM,2011-03-28,410200,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Airport ATM,2011-03-28,493400,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
KK Nagar ATM,2011-03-28,578100,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Christ College ATM,2011-03-28,263600,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Big Street ATM,2011-03-29,108600,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2011-03-29,538800,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2011-03-29,523300,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2011-03-29,832200,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2011-03-29,298000,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2011-03-30,110200,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2011-03-30,475100,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2011-03-30,627600,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2011-03-30,849400,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2011-03-30,399600,WEDNESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2011-03-31,131800,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2011-03-31,456500,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2011-03-31,629200,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2011-03-31,962300,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2011-03-31,514200,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2011-04-01,134700,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2011-04-01,464800,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2011-04-01,480700,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2011-04-01,557300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2011-04-01,336600,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2011-04-02,130500,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Mount Road ATM,2011-04-02,776400,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Airport ATM,2011-04-02,555800,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
KK Nagar ATM,2011-04-02,728200,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Christ College ATM,2011-04-02,285100,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Big Street ATM,2011-04-03,237800,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Mount Road ATM,2011-04-03,445500,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Airport ATM,2011-04-03,580000,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
KK Nagar ATM,2011-04-03,571200,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Christ College ATM,2011-04-03,333000,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Big Street ATM,2011-04-04,101000,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Mount Road ATM,2011-04-04,608500,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Airport ATM,2011-04-04,412900,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
KK Nagar ATM,2011-04-04,690500,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Christ College ATM,2011-04-04,295600,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Big Street ATM,2011-04-05,202300,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2011-04-05,734200,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2011-04-05,406000,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
