ATM Name,Total amount Withdrawn,Weekday,Festival Religion,Working Day,Holiday Sequence,Day,Month,Year,Rainfall_Status
Mount Road ATM,854500,SATURDAY,NH,H,WHH,13,10,2012,Light Rain
Airport ATM,267300,SATURDAY,NH,H,WHH,13,10,2012,Light Rain
KK Nagar ATM,1159100,SATURDAY,NH,H,WHH,13,10,2012,Light Rain
Christ College ATM,523800,SATURDAY,NH,H,WHH,13,10,2012,Light Rain
Big Street ATM,207800,SUNDAY,NH,H,HHW,14,10,2012,Moderate Rain
Mount Road ATM,400800,SUNDAY,NH,H,HHW,14,10,2012,Moderate Rain
Airport ATM,481500,SUNDAY,NH,H,HHW,14,10,2012,Moderate Rain
KK Nagar ATM,849900,SUNDAY,NH,H,HHW,14,10,2012,Moderate Rain
Christ College ATM,371500,SUNDAY,NH,H,HHW,14,10,2012,Moderate Rain
Big Street ATM,293400,SUNDAY,NH,H,HHW,15,10,2012,Moderate Rain
Mount Road ATM,567000,SUNDAY,NH,H,HHW,15,10,2012,Moderate Rain
Airport ATM,946600,SUNDAY,NH,H,HHW,15,10,2012,Moderate Rain
KK Nagar ATM,1449500,SUNDAY,NH,H,HHW,15,10,2012,Moderate Rain
Christ College ATM,683300,SUNDAY,NH,H,HHW,15,10,2012,Moderate Rain
Big Street ATM,310400,SUNDAY,NH,H,HHW,16,10,2012,Light Rain
Mount Road ATM,495800,SUNDAY,NH,H,HHW,16,10,2012,Light Rain
Airport ATM,554300,SUNDAY,NH,H,HHW,16,10,2012,Light Rain
KK Nagar ATM,1168300,SUNDAY,NH,H,HHW,16,10,2012,Light Rain
Christ College ATM,478800,SUNDAY,NH,H,HHW,16,10,2012,Light Rain
Big Street ATM,252100,SUNDAY,NH,H,HHW,17,10,2012,Light Rain
Mount Road ATM,355600,SUNDAY,NH,H,HHW,17,10,2012,Light Rain
Airport ATM,526700,SUNDAY,NH,H,HHW,17,10,2012,Light Rain
KK Nagar ATM,1379900,SUNDAY,NH,H,HHW,17,10,2012,Light Rain
Christ College ATM,464500,SUNDAY,NH,H,HHW,17,10,2012,Light Rain
Big Street ATM,244700,SUNDAY,NH,H,HHW,18,10,2012,Light Rain
Mount Road ATM,447000,SUNDAY,NH,H,HHW,18,10,2012,Light Rain
Airport ATM,236400,SUNDAY,NH,H,HHW,18,10,2012,Light Rain
KK Nagar ATM,748400,SUNDAY,NH,H,HHW,18,10,2012,Light Rain
Christ College ATM,380600,SUNDAY,NH,H,HHW,18,10,2012,Light Rain
Big Street ATM,174200,SUNDAY,NH,H,HHW,19,10,2012,Light Rain
Mount Road ATM,750300,SUNDAY,NH,H,HHW,19,10,2012,Light Rain
Airport ATM,276600,SUNDAY,NH,H,HHW,19,10,2012,Light Rain
KK Nagar ATM,752700,SUNDAY,NH,H,HHW,19,10,2012,Light Rain
Christ College ATM,487800,SUNDAY,NH,H,HHW,19,10,2012,Light Rain
Big Street ATM,264400,SATURDAY,NH,H,WHH,20,10,2012,Moderate Rain
Mount Road ATM,629700,SATURDAY,NH,H,WHH,20,10,2012,Moderate Rain
Airport ATM,564200,SATURDAY,NH,H,WHH,20,10,2012,Moderate Rain
KK Nagar ATM,1088600,SATURDAY,NH,H,WHH,20,10,2012,Moderate Rain
Christ College ATM,488800,SATURDAY,NH,H,WHH,20,10,2012,Moderate Rain
Big Street ATM,341100,SUNDAY,NH,H,HHW,21,10,2012,Light Rain
Mount Road ATM,316900,SUNDAY,NH,H,HHW,21,10,2012,Light Rain
Airport ATM,292200,SUNDAY,NH,H,HHW,21,10,2012,Light Rain
KK Nagar ATM,547100,SUNDAY,NH,H,HHW,21,10,2012,Light Rain
Christ College ATM,250400,SUNDAY,NH,H,HHW,21,10,2012,Light Rain
Big Street ATM,174100,SUNDAY,NH,H,HHW,22,10,2012,Light Rain
Mount Road ATM,646000,SUNDAY,NH,H,HHW,22,10,2012,Light Rain
Airport ATM,651100,SUNDAY,NH,H,HHW,22,10,2012,Light Rain
KK Nagar ATM,1437700,SUNDAY,NH,H,HHW,22,10,2012,Light Rain
Christ College ATM,530700,SUNDAY,NH,H,HHW,22,10,2012,Light Rain
Big Street ATM,278600,TUESDAY,H,H,WHH,23,10,2012,Light Rain
Mount Road ATM,394600,TUESDAY,H,H,WHH,23,10,2012,Light Rain
Airport ATM,313400,TUESDAY,H,H,WHH,23,10,2012,Light Rain
KK Nagar ATM,408700,TUESDAY,H,H,WHH,23,10,2012,Light Rain
Christ College ATM,365700,TUESDAY,H,H,WHH,23,10,2012,Light Rain
Big Street ATM,221600,WEDNESDAY,H,H,HHW,24,10,2012,Light Rain
Mount Road ATM,336000,WEDNESDAY,H,H,HHW,24,10,2012,Light Rain
Airport ATM,451800,WEDNESDAY,H,H,HHW,24,10,2012,Light Rain
KK Nagar ATM,853800,WEDNESDAY,H,H,HHW,24,10,2012,Light Rain
Christ College ATM,256000,WEDNESDAY,H,H,HHW,24,10,2012,Light Rain
Big Street ATM,226400,WEDNESDAY,H,H,HHW,25,10,2012,Light Rain
Mount Road ATM,439000,WEDNESDAY,H,H,HHW,25,10,2012,Light Rain
Airport ATM,428400,WEDNESDAY,H,H,HHW,25,10,2012,Light Rain
KK Nagar ATM,1496700,WEDNESDAY,H,H,HHW,25,10,2012,Light Rain
Christ College ATM,448300,WEDNESDAY,H,H,HHW,25,10,2012,Light Rain
Big Street ATM,297100,WEDNESDAY,H,H,HHW,26,10,2012,Light Rain
Mount Road ATM,540800,WEDNESDAY,H,H,HHW,26,10,2012,Light Rain
Airport ATM,518200,WEDNESDAY,H,H,HHW,26,10,2012,Light Rain
KK Nagar ATM,1260000,WEDNESDAY,H,H,HHW,26,10,2012,Light Rain
Christ College ATM,227400,WEDNESDAY,H,H,HHW,26,10,2012,Light Rain
Big Street ATM,148600,SATURDAY,M,H,WHH,27,10,2012,No Rain
Mount Road ATM,440300,SATURDAY,M,H,WHH,27,10,2012,No Rain
Airport ATM,494700,SATURDAY,M,H,WHH,27,10,2012,No Rain
KK Nagar ATM,1051000,SATURDAY,M,H,WHH,27,10,2012,No Rain
Christ College ATM,308700,SATURDAY,M,H,WHH,27,10,2012,No Rain
Big Street ATM,185600,SUNDAY,NH,H,HHW,28,10,2012,Light Rain
Mount Road ATM,464300,SUNDAY,NH,H,HHW,28,10,2012,Light Rain
Airport ATM,307000,SUNDAY,NH,H,HHW,28,10,2012,Light Rain
KK Nagar ATM,722600,SUNDAY,NH,H,HHW,28,10,2012,Light Rain
Christ College ATM,317200,SUNDAY,NH,H,HHW,28,10,2012,Light Rain
Big Street ATM,157300,SUNDAY,NH,H,HHW,29,10,2012,Light Rain
Mount Road ATM,185300,SUNDAY,NH,H,HHW,29,10,2012,Light Rain
Airport ATM,556300,SUNDAY,NH,H,HHW,29,10,2012,Light Rain
KK Nagar ATM,1001800,SUNDAY,NH,H,HHW,29,10,2012,Light Rain
Christ College ATM,343200,SUNDAY,NH,H,HHW,29,10,2012,Light Rain
Big Street ATM,150400,SUNDAY,NH,H,HHW,30,10,2012,Light Rain
Mount Road ATM,401600,SUNDAY,NH,H,HHW,30,10,2012,Light Rain
Airport ATM,112000,SUNDAY,NH,H,HHW,30,10,2012,Light Rain
KK Nagar ATM,639000,SUNDAY,NH,H,HHW,30,10,2012,Light Rain
Christ College ATM,368400,SUNDAY,NH,H,HHW,30,10,2012,Light Rain
Big Street ATM,231300,SUNDAY,NH,H,HHW,31,10,2012,Heavy Rain
Mount Road ATM,495000,SUNDAY,NH,H,HHW,31,10,2012,Heavy Rain
Airport ATM,327500,SUNDAY,NH,H,HHW,31,10,2012,Heavy Rain
KK Nagar ATM,803600,SUNDAY,NH,H,HHW,31,10,2012,Heavy Rain
Christ College ATM,321000,SUNDAY,NH,H,HHW,31,10,2012,Heavy Rain
Big Street ATM,353300,SUNDAY,NH,H,HHW,1,11,2012,Heavy Rain
Mount Road ATM,1020500,SUNDAY,NH,H,HHW,1,11,2012,Heavy Rain
Airport ATM,655600,SUNDAY,NH,H,HHW,1,11,2012,Heavy Rain
KK Nagar ATM,2382700,SUNDAY,NH,H,HHW,1,11,2012,Heavy Rain
Christ College ATM,647600,SUNDAY,NH,H,HHW,1,11,2012,Heavy Rain
Big Street ATM,330100,SUNDAY,NH,H,HHW,2,11,2012,Light Rain
Mount Road ATM,882800,SUNDAY,NH,H,HHW,2,11,2012,Light Rain
Airport ATM,555500,SUNDAY,NH,H,HHW,2,11,2012,Light Rain
KK Nagar ATM,2010400,SUNDAY,NH,H,HHW,2,11,2012,Light Rain
Christ College ATM,548300,SUNDAY,NH,H,HHW,2,11,2012,Light Rain
Big Street ATM,318300,SATURDAY,NH,H,WHH,3,11,2012,Light Rain
Mount Road ATM,1082400,SATURDAY,NH,H,WHH,3,11,2012,Light Rain
Airport ATM,498900,SATURDAY,NH,H,WHH,3,11,2012,Light Rain
KK Nagar ATM,1745000,SATURDAY,NH,H,WHH,3,11,2012,Light Rain
Christ College ATM,622100,SATURDAY,NH,H,WHH,3,11,2012,Light Rain
Big Street ATM,242300,SUNDAY,NH,H,HHW,4,11,2012,Light Rain
Mount Road ATM,432400,SUNDAY,NH,H,HHW,4,11,2012,Light Rain
Airport ATM,607000,SUNDAY,NH,H,HHW,4,11,2012,Light Rain
KK Nagar ATM,973500,SUNDAY,NH,H,HHW,4,11,2012,Light Rain
Christ College ATM,558700,SUNDAY,NH,H,HHW,4,11,2012,Light Rain
Big Street ATM,394100,SUNDAY,NH,H,HHW,5,11,2012,No Rain
Mount Road ATM,1296600,SUNDAY,NH,H,HHW,5,11,2012,No Rain
Airport ATM,757600,SUNDAY,NH,H,HHW,5,11,2012,No Rain
KK Nagar ATM,761000,SUNDAY,NH,H,HHW,5,11,2012,No Rain
Christ College ATM,895300,SUNDAY,NH,H,HHW,5,11,2012,No Rain
Big Street ATM,300200,SUNDAY,NH,H,HHW,6,11,2012,No Rain
Mount Road ATM,891500,SUNDAY,NH,H,HHW,6,11,2012,No Rain
Airport ATM,508900,SUNDAY,NH,H,HHW,6,11,2012,No Rain
KK Nagar ATM,1236600,SUNDAY,NH,H,HHW,6,11,2012,No Rain
Christ College ATM,578400,SUNDAY,NH,H,HHW,6,11,2012,No Rain
Big Street ATM,392100,SUNDAY,NH,H,HHW,7,11,2012,Light Rain
Mount Road ATM,904500,SUNDAY,NH,H,HHW,7,11,2012,Light Rain
Airport ATM,956700,SUNDAY,NH,H,HHW,7,11,2012,Light Rain
KK Nagar ATM,1433600,SUNDAY,NH,H,HHW,7,11,2012,Light Rain
Christ College ATM,1094800,SUNDAY,NH,H,HHW,7,11,2012,Light Rain
Big Street ATM,302800,SUNDAY,NH,H,HHW,8,11,2012,Light Rain
Mount Road ATM,638500,SUNDAY,NH,H,HHW,8,11,2012,Light Rain
Airport ATM,749100,SUNDAY,NH,H,HHW,8,11,2012,Light Rain
KK Nagar ATM,1720300,SUNDAY,NH,H,HHW,8,11,2012,Light Rain
Christ College ATM,674200,SUNDAY,NH,H,HHW,8,11,2012,Light Rain
Big Street ATM,318100,SUNDAY,NH,H,HHW,9,11,2012,Light Rain
Mount Road ATM,992100,SUNDAY,NH,H,HHW,9,11,2012,Light Rain
Airport ATM,678100,SUNDAY,NH,H,HHW,9,11,2012,Light Rain
KK Nagar ATM,1492600,SUNDAY,NH,H,HHW,9,11,2012,Light Rain
Christ College ATM,560900,SUNDAY,NH,H,HHW,9,11,2012,Light Rain
Big Street ATM,491800,SATURDAY,NH,H,WHH,10,11,2012,Light Rain
Mount Road ATM,1164200,SATURDAY,NH,H,WHH,10,11,2012,Light Rain
Airport ATM,965400,SATURDAY,NH,H,WHH,10,11,2012,Light Rain
KK Nagar ATM,1628800,SATURDAY,NH,H,WHH,10,11,2012,Light Rain
Christ College ATM,825100,SATURDAY,NH,H,WHH,10,11,2012,Light Rain
Big Street ATM,466800,SUNDAY,NH,H,HHW,11,11,2012,Light Rain
Mount Road ATM,672500,SUNDAY,NH,H,HHW,11,11,2012,Light Rain
Airport ATM,558600,SUNDAY,NH,H,HHW,11,11,2012,Light Rain
KK Nagar ATM,1276700,SUNDAY,NH,H,HHW,11,11,2012,Light Rain
Christ College ATM,583700,SUNDAY,NH,H,HHW,11,11,2012,Light Rain
Big Street ATM,451200,SUNDAY,NH,H,HHW,12,11,2012,No Rain
Mount Road ATM,617300,SUNDAY,NH,H,HHW,12,11,2012,No Rain
Airport ATM,501600,SUNDAY,NH,H,HHW,12,11,2012,No Rain
KK Nagar ATM,1466400,SUNDAY,NH,H,HHW,12,11,2012,No Rain
Christ College ATM,410500,SUNDAY,NH,H,HHW,12,11,2012,No Rain
Big Street ATM,374200,TUESDAY,H,H,WHW,13,11,2012,No Rain
Mount Road ATM,283600,TUESDAY,H,H,WHW,13,11,2012,No Rain
Airport ATM,140700,TUESDAY,H,H,WHW,13,11,2012,No Rain
KK Nagar ATM,169800,TUESDAY,H,H,WHW,13,11,2012,No Rain
Christ College ATM,179800,TUESDAY,H,H,WHW,13,11,2012,No Rain
Big Street ATM,185500,TUESDAY,H,H,WHW,14,11,2012,No Rain
Mount Road ATM,420500,TUESDAY,H,H,WHW,14,11,2012,No Rain
Airport ATM,514100,TUESDAY,H,H,WHW,14,11,2012,No Rain
KK Nagar ATM,1017500,TUESDAY,H,H,WHW,14,11,2012,No Rain
Christ College ATM,267100,TUESDAY,H,H,WHW,14,11,2012,No Rain
Big Street ATM,246100,TUESDAY,H,H,WHW,15,11,2012,No Rain
Mount Road ATM,393700,TUESDAY,H,H,WHW,15,11,2012,No Rain
Airport ATM,502700,TUESDAY,H,H,WHW,15,11,2012,No Rain
KK Nagar ATM,908700,TUESDAY,H,H,WHW,15,11,2012,No Rain
Christ College ATM,515600,TUESDAY,H,H,WHW,15,11,2012,No Rain
Big Street ATM,346900,TUESDAY,H,H,WHW,16,11,2012,No Rain
Mount Road ATM,353700,TUESDAY,H,H,WHW,16,11,2012,No Rain
Airport ATM,391400,TUESDAY,H,H,WHW,16,11,2012,No Rain
KK Nagar ATM,1065700,TUESDAY,H,H,WHW,16,11,2012,No Rain
Christ College ATM,364600,TUESDAY,H,H,WHW,16,11,2012,No Rain
Big Street ATM,232400,SATURDAY,NH,H,WHH,17,11,2012,No Rain
Mount Road ATM,506100,SATURDAY,NH,H,WHH,17,11,2012,No Rain
Airport ATM,420800,SATURDAY,NH,H,WHH,17,11,2012,No Rain
KK Nagar ATM,1120800,SATURDAY,NH,H,WHH,17,11,2012,No Rain
Christ College ATM,578800,SATURDAY,NH,H,WHH,17,11,2012,No Rain
Mount Road ATM,400,SUNDAY,NH,H,HHW,18,11,2012,No Rain
Airport ATM,436300,SUNDAY,NH,H,HHW,18,11,2012,No Rain
KK Nagar ATM,349200,SUNDAY,NH,H,HHW,18,11,2012,No Rain
Christ College ATM,239100,SUNDAY,NH,H,HHW,18,11,2012,No Rain
Big Street ATM,332800,SUNDAY,NH,H,HHW,19,11,2012,No Rain
Mount Road ATM,338300,SUNDAY,NH,H,HHW,19,11,2012,No Rain
Airport ATM,520000,SUNDAY,NH,H,HHW,19,11,2012,No Rain
KK Nagar ATM,980500,SUNDAY,NH,H,HHW,19,11,2012,No Rain
Christ College ATM,202500,SUNDAY,NH,H,HHW,19,11,2012,No Rain
Big Street ATM,277800,SUNDAY,NH,H,HHW,20,11,2012,No Rain
Mount Road ATM,684000,SUNDAY,NH,H,HHW,20,11,2012,No Rain
Airport ATM,334600,SUNDAY,NH,H,HHW,20,11,2012,No Rain
KK Nagar ATM,844200,SUNDAY,NH,H,HHW,20,11,2012,No Rain
Christ College ATM,336100,SUNDAY,NH,H,HHW,20,11,2012,No Rain
Big Street ATM,286200,SUNDAY,NH,H,HHW,21,11,2012,Light Rain
Mount Road ATM,422900,SUNDAY,NH,H,HHW,21,11,2012,Light Rain
Airport ATM,352800,SUNDAY,NH,H,HHW,21,11,2012,Light Rain
KK Nagar ATM,874400,SUNDAY,NH,H,HHW,21,11,2012,Light Rain
Christ College ATM,426700,SUNDAY,NH,H,HHW,21,11,2012,Light Rain
Big Street ATM,234400,SUNDAY,NH,H,HHW,22,11,2012,Moderate Rain
Mount Road ATM,404200,SUNDAY,NH,H,HHW,22,11,2012,Moderate Rain
Airport ATM,553600,SUNDAY,NH,H,HHW,22,11,2012,Moderate Rain
KK Nagar ATM,948100,SUNDAY,NH,H,HHW,22,11,2012,Moderate Rain
Christ College ATM,335900,SUNDAY,NH,H,HHW,22,11,2012,Moderate Rain
Big Street ATM,261500,SUNDAY,NH,H,HHW,23,11,2012,Moderate Rain
Mount Road ATM,81300,SUNDAY,NH,H,HHW,23,11,2012,Moderate Rain
Airport ATM,381300,SUNDAY,NH,H,HHW,23,11,2012,Moderate Rain
KK Nagar ATM,832700,SUNDAY,NH,H,HHW,23,11,2012,Moderate Rain
Christ College ATM,427800,SUNDAY,NH,H,HHW,23,11,2012,Moderate Rain
Big Street ATM,252200,SATURDAY,NH,H,WHH,24,11,2012,Light Rain
Mount Road ATM,439600,SATURDAY,NH,H,WHH,24,11,2012,Light Rain
Airport ATM,432800,SATURDAY,NH,H,WHH,24,11,2012,Light Rain
KK Nagar ATM,1453800,SATURDAY,NH,H,WHH,24,11,2012,Light Rain
Christ College ATM,341900,SATURDAY,NH,H,WHH,24,11,2012,Light Rain
Big Street ATM,212700,SUNDAY,M,H,HHW,25,11,2012,No Rain
Mount Road ATM,95600,SUNDAY,M,H,HHW,25,11,2012,No Rain
Airport ATM,359600,SUNDAY,M,H,HHW,25,11,2012,No Rain
KK Nagar ATM,467400,SUNDAY,M,H,HHW,25,11,2012,No Rain
Christ College ATM,237700,SUNDAY,M,H,HHW,25,11,2012,No Rain
Big Street ATM,290600,SUNDAY,M,H,HHW,26,11,2012,No Rain
Mount Road ATM,408300,SUNDAY,M,H,HHW,26,11,2012,No Rain
Airport ATM,315500,SUNDAY,M,H,HHW,26,11,2012,No Rain
KK Nagar ATM,1213000,SUNDAY,M,H,HHW,26,11,2012,No Rain
Christ College ATM,359900,SUNDAY,M,H,HHW,26,11,2012,No Rain
Big Street ATM,272400,SUNDAY,M,H,HHW,27,11,2012,No Rain
Mount Road ATM,315900,SUNDAY,M,H,HHW,27,11,2012,No Rain
Airport ATM,259000,SUNDAY,M,H,HHW,27,11,2012,No Rain
KK Nagar ATM,635800,SUNDAY,M,H,HHW,27,11,2012,No Rain
Christ College ATM,439800,SUNDAY,M,H,HHW,27,11,2012,No Rain
Big Street ATM,153100,SUNDAY,M,H,HHW,28,11,2012,No Rain
Mount Road ATM,408600,SUNDAY,M,H,HHW,28,11,2012,No Rain
Airport ATM,420300,SUNDAY,M,H,HHW,28,11,2012,No Rain
KK Nagar ATM,1120100,SUNDAY,M,H,HHW,28,11,2012,No Rain
Christ College ATM,475300,SUNDAY,M,H,HHW,28,11,2012,No Rain
Big Street ATM,288100,SUNDAY,M,H,HHW,29,11,2012,No Rain
Mount Road ATM,310300,SUNDAY,M,H,HHW,29,11,2012,No Rain
Airport ATM,258500,SUNDAY,M,H,HHW,29,11,2012,No Rain
KK Nagar ATM,972400,SUNDAY,M,H,HHW,29,11,2012,No Rain
Christ College ATM,409600,SUNDAY,M,H,HHW,29,11,2012,No Rain
Big Street ATM,340700,SUNDAY,M,H,HHW,30,11,2012,No Rain
Mount Road ATM,692000,SUNDAY,M,H,HHW,30,11,2012,No Rain
Airport ATM,475400,SUNDAY,M,H,HHW,30,11,2012,No Rain
KK Nagar ATM,1187300,SUNDAY,M,H,HHW,30,11,2012,No Rain
Christ College ATM,511600,SUNDAY,M,H,HHW,30,11,2012,No Rain
Big Street ATM,433100,SATURDAY,NH,H,WHH,1,12,2012,No Rain
Mount Road ATM,704000,SATURDAY,NH,H,WHH,1,12,2012,No Rain
Airport ATM,530900,SATURDAY,NH,H,WHH,1,12,2012,No Rain
KK Nagar ATM,1617000,SATURDAY,NH,H,WHH,1,12,2012,No Rain
Christ College ATM,791300,SATURDAY,NH,H,WHH,1,12,2012,No Rain
Big Street ATM,432600,SUNDAY,NH,H,HHW,2,12,2012,No Rain
Mount Road ATM,856300,SUNDAY,NH,H,HHW,2,12,2012,No Rain
Airport ATM,492900,SUNDAY,NH,H,HHW,2,12,2012,No Rain
KK Nagar ATM,1009800,SUNDAY,NH,H,HHW,2,12,2012,No Rain
Christ College ATM,810600,SUNDAY,NH,H,HHW,2,12,2012,No Rain
Big Street ATM,398200,SUNDAY,NH,H,HHW,3,12,2012,Light Rain
Mount Road ATM,695300,SUNDAY,NH,H,HHW,3,12,2012,Light Rain
Airport ATM,598000,SUNDAY,NH,H,HHW,3,12,2012,Light Rain
KK Nagar ATM,1142600,SUNDAY,NH,H,HHW,3,12,2012,Light Rain
Christ College ATM,538100,SUNDAY,NH,H,HHW,3,12,2012,Light Rain
Big Street ATM,446000,SUNDAY,NH,H,HHW,4,12,2012,Light Rain
Mount Road ATM,800900,SUNDAY,NH,H,HHW,4,12,2012,Light Rain
Airport ATM,421900,SUNDAY,NH,H,HHW,4,12,2012,Light Rain
KK Nagar ATM,1177700,SUNDAY,NH,H,HHW,4,12,2012,Light Rain
Christ College ATM,678500,SUNDAY,NH,H,HHW,4,12,2012,Light Rain
Big Street ATM,383800,SUNDAY,NH,H,HHW,5,12,2012,Light Rain
Mount Road ATM,679300,SUNDAY,NH,H,HHW,5,12,2012,Light Rain
Airport ATM,548300,SUNDAY,NH,H,HHW,5,12,2012,Light Rain
KK Nagar ATM,1472200,SUNDAY,NH,H,HHW,5,12,2012,Light Rain
Christ College ATM,800400,SUNDAY,NH,H,HHW,5,12,2012,Light Rain
Big Street ATM,268300,SUNDAY,NH,H,HHW,6,12,2012,No Rain
Mount Road ATM,517600,SUNDAY,NH,H,HHW,6,12,2012,No Rain
Airport ATM,627700,SUNDAY,NH,H,HHW,6,12,2012,No Rain
KK Nagar ATM,1266700,SUNDAY,NH,H,HHW,6,12,2012,No Rain
Christ College ATM,585300,SUNDAY,NH,H,HHW,6,12,2012,No Rain
Big Street ATM,369100,SUNDAY,NH,H,HHW,7,12,2012,No Rain
Mount Road ATM,486200,SUNDAY,NH,H,HHW,7,12,2012,No Rain
Airport ATM,733400,SUNDAY,NH,H,HHW,7,12,2012,No Rain
KK Nagar ATM,893100,SUNDAY,NH,H,HHW,7,12,2012,No Rain
Christ College ATM,527900,SUNDAY,NH,H,HHW,7,12,2012,No Rain
Big Street ATM,362300,SATURDAY,NH,H,WHH,8,12,2012,No Rain
Mount Road ATM,806100,SATURDAY,NH,H,WHH,8,12,2012,No Rain
Airport ATM,778900,SATURDAY,NH,H,WHH,8,12,2012,No Rain
KK Nagar ATM,1357900,SATURDAY,NH,H,WHH,8,12,2012,No Rain
Christ College ATM,768900,SATURDAY,NH,H,WHH,8,12,2012,No Rain
Big Street ATM,327800,SUNDAY,NH,H,HHW,9,12,2012,No Rain
Mount Road ATM,412100,SUNDAY,NH,H,HHW,9,12,2012,No Rain
Airport ATM,453100,SUNDAY,NH,H,HHW,9,12,2012,No Rain
KK Nagar ATM,194100,SUNDAY,NH,H,HHW,9,12,2012,No Rain
Christ College ATM,439700,SUNDAY,NH,H,HHW,9,12,2012,No Rain
Big Street ATM,300700,SUNDAY,NH,H,HHW,10,12,2012,No Rain
Mount Road ATM,725900,SUNDAY,NH,H,HHW,10,12,2012,No Rain
Airport ATM,499800,SUNDAY,NH,H,HHW,10,12,2012,No Rain
KK Nagar ATM,1091500,SUNDAY,NH,H,HHW,10,12,2012,No Rain
Christ College ATM,476500,SUNDAY,NH,H,HHW,10,12,2012,No Rain
Big Street ATM,325300,SUNDAY,NH,H,HHW,11,12,2012,No Rain
Mount Road ATM,378600,SUNDAY,NH,H,HHW,11,12,2012,No Rain
Airport ATM,507000,SUNDAY,NH,H,HHW,11,12,2012,No Rain
KK Nagar ATM,1441600,SUNDAY,NH,H,HHW,11,12,2012,No Rain
Christ College ATM,582500,SUNDAY,NH,H,HHW,11,12,2012,No Rain
Big Street ATM,366200,SUNDAY,NH,H,HHW,12,12,2012,No Rain
Mount Road ATM,685600,SUNDAY,NH,H,HHW,12,12,2012,No Rain
Airport ATM,650900,SUNDAY,NH,H,HHW,12,12,2012,No Rain
KK Nagar ATM,1160200,SUNDAY,NH,H,HHW,12,12,2012,No Rain
Christ College ATM,406900,SUNDAY,NH,H,HHW,12,12,2012,No Rain
Big Street ATM,338800,SUNDAY,NH,H,HHW,13,12,2012,No Rain
Mount Road ATM,568200,SUNDAY,NH,H,HHW,13,12,2012,No Rain
Airport ATM,254000,SUNDAY,NH,H,HHW,13,12,2012,No Rain
KK Nagar ATM,879100,SUNDAY,NH,H,HHW,13,12,2012,No Rain
Christ College ATM,512500,SUNDAY,NH,H,HHW,13,12,2012,No Rain
Big Street ATM,308600,SUNDAY,NH,H,HHW,14,12,2012,No Rain
Mount Road ATM,480200,SUNDAY,NH,H,HHW,14,12,2012,No Rain
Airport ATM,451600,SUNDAY,NH,H,HHW,14,12,2012,No Rain
KK Nagar ATM,863000,SUNDAY,NH,H,HHW,14,12,2012,No Rain
Christ College ATM,366100,SUNDAY,NH,H,HHW,14,12,2012,No Rain
Big Street ATM,406200,SATURDAY,NH,H,WHH,15,12,2012,No Rain
Mount Road ATM,557100,SATURDAY,NH,H,WHH,15,12,2012,No Rain
Airport ATM,568200,SATURDAY,NH,H,WHH,15,12,2012,No Rain
KK Nagar ATM,1336600,SATURDAY,NH,H,WHH,15,12,2012,No Rain
Christ College ATM,568700,SATURDAY,NH,H,WHH,15,12,2012,No Rain
Big Street ATM,349100,SUNDAY,NH,H,HHW,16,12,2012,No Rain
Mount Road ATM,278000,SUNDAY,NH,H,HHW,16,12,2012,No Rain
Airport ATM,430300,SUNDAY,NH,H,HHW,16,12,2012,No Rain
KK Nagar ATM,355700,SUNDAY,NH,H,HHW,16,12,2012,No Rain
Christ College ATM,315200,SUNDAY,NH,H,HHW,16,12,2012,No Rain
Big Street ATM,291300,SUNDAY,NH,H,HHW,17,12,2012,No Rain
Mount Road ATM,585600,SUNDAY,NH,H,HHW,17,12,2012,No Rain
Airport ATM,526100,SUNDAY,NH,H,HHW,17,12,2012,No Rain
KK Nagar ATM,1172300,SUNDAY,NH,H,HHW,17,12,2012,No Rain
Christ College ATM,277500,SUNDAY,NH,H,HHW,17,12,2012,No Rain
Big Street ATM,241900,SUNDAY,NH,H,HHW,18,12,2012,No Rain
Mount Road ATM,562600,SUNDAY,NH,H,HHW,18,12,2012,No Rain
Airport ATM,503400,SUNDAY,NH,H,HHW,18,12,2012,No Rain
KK Nagar ATM,936700,SUNDAY,NH,H,HHW,18,12,2012,No Rain
Christ College ATM,428800,SUNDAY,NH,H,HHW,18,12,2012,No Rain
Big Street ATM,226200,SUNDAY,NH,H,HHW,19,12,2012,No Rain
Mount Road ATM,824600,SUNDAY,NH,H,HHW,19,12,2012,No Rain
Airport ATM,548000,SUNDAY,NH,H,HHW,19,12,2012,No Rain
KK Nagar ATM,1014400,SUNDAY,NH,H,HHW,19,12,2012,No Rain
Christ College ATM,324400,SUNDAY,NH,H,HHW,19,12,2012,No Rain
Big Street ATM,287200,SUNDAY,NH,H,HHW,20,12,2012,No Rain
Mount Road ATM,535500,SUNDAY,NH,H,HHW,20,12,2012,No Rain
Airport ATM,411700,SUNDAY,NH,H,HHW,20,12,2012,No Rain
KK Nagar ATM,869000,SUNDAY,NH,H,HHW,20,12,2012,No Rain
Christ College ATM,521500,SUNDAY,NH,H,HHW,20,12,2012,No Rain
Big Street ATM,304600,SUNDAY,NH,H,HHW,21,12,2012,No Rain
Mount Road ATM,396400,SUNDAY,NH,H,HHW,21,12,2012,No Rain
Airport ATM,444800,SUNDAY,NH,H,HHW,21,12,2012,No Rain
KK Nagar ATM,1092000,SUNDAY,NH,H,HHW,21,12,2012,No Rain
