ATM Name,Total amount Withdrawn,Weekday,Festival Religion,Working Day,Holiday Sequence,Day,Month,Year,Rainfall_Status
Christ College ATM,747800,WEDNESDAY,NH,W,WWW,4,11,2015,Heavy Rain
Big Street ATM,529000,THURSDAY,NH,W,WWW,5,11,2015,Moderate Rain
Mount Road ATM,943100,THURSDAY,NH,W,WWW,5,11,2015,Moderate Rain
Airport ATM,531200,THURSDAY,NH,W,WWW,5,11,2015,Moderate Rain
KK Nagar ATM,392100,THURSDAY,NH,W,WWW,5,11,2015,Moderate Rain
Christ College ATM,655200,THURSDAY,NH,W,WWW,5,11,2015,Moderate Rain
Big Street ATM,784700,FRIDAY,NH,W,WWH,6,11,2015,Light Rain
Mount Road ATM,993500,FRIDAY,NH,W,WWH,6,11,2015,Light Rain
Airport ATM,268600,FRIDAY,NH,W,WWH,6,11,2015,Light Rain
KK Nagar ATM,144500,FRIDAY,NH,W,WWH,6,11,2015,Light Rain
Christ College ATM,739300,FRIDAY,NH,W,WWH,6,11,2015,Light Rain
Big Street ATM,462100,SATURDAY,NH,H,WHH,7,11,2015,Light Rain
Mount Road ATM,1075500,SATURDAY,NH,H,WHH,7,11,2015,Light Rain
Airport ATM,755500,SATURDAY,NH,H,WHH,7,11,2015,Light Rain
KK Nagar ATM,720300,SATURDAY,NH,H,WHH,7,11,2015,Light Rain
Christ College ATM,1096200,SATURDAY,NH,H,WHH,7,11,2015,Light Rain
Big Street ATM,603400,SUNDAY,NH,H,HHW,8,11,2015,Light Rain
Mount Road ATM,347600,SUNDAY,NH,H,HHW,8,11,2015,Light Rain
Airport ATM,292300,SUNDAY,NH,H,HHW,8,11,2015,Light Rain
KK Nagar ATM,424100,SUNDAY,NH,H,HHW,8,11,2015,Light Rain
Christ College ATM,106900,SUNDAY,NH,H,HHW,8,11,2015,Light Rain
Big Street ATM,552900,MONDAY,NH,W,HWH,9,11,2015,Heavy Rain
Mount Road ATM,614500,MONDAY,NH,W,HWH,9,11,2015,Heavy Rain
KK Nagar ATM,330200,MONDAY,NH,W,HWH,9,11,2015,Heavy Rain
Christ College ATM,469700,MONDAY,NH,W,HWH,9,11,2015,Heavy Rain
Big Street ATM,876700,TUESDAY,H,H,WHW,10,11,2015,Heavy Rain
Mount Road ATM,239900,TUESDAY,H,H,WHW,10,11,2015,Heavy Rain
KK Nagar ATM,263900,TUESDAY,H,H,WHW,10,11,2015,Heavy Rain
Christ College ATM,284600,TUESDAY,H,H,WHW,10,11,2015,Heavy Rain
Big Street ATM,423900,WEDNESDAY,NH,W,HWW,11,11,2015,Moderate Rain
Mount Road ATM,405600,WEDNESDAY,NH,W,HWW,11,11,2015,Moderate Rain
Airport ATM,256000,WEDNESDAY,NH,W,HWW,11,11,2015,Moderate Rain
KK Nagar ATM,632000,WEDNESDAY,NH,W,HWW,11,11,2015,Moderate Rain
Christ College ATM,524400,WEDNESDAY,NH,W,HWW,11,11,2015,Moderate Rain
Big Street ATM,364600,THURSDAY,NH,W,WWW,12,11,2015,Light Rain
Mount Road ATM,714300,THURSDAY,NH,W,WWW,12,11,2015,Light Rain
Airport ATM,228100,THURSDAY,NH,W,WWW,12,11,2015,Light Rain
KK Nagar ATM,107500,THURSDAY,NH,W,WWW,12,11,2015,Light Rain
Christ College ATM,559200,THURSDAY,NH,W,WWW,12,11,2015,Light Rain
Big Street ATM,183200,FRIDAY,NH,W,WWH,13,11,2015,Light Rain
Mount Road ATM,262400,FRIDAY,NH,W,WWH,13,11,2015,Light Rain
Airport ATM,256300,FRIDAY,NH,W,WWH,13,11,2015,Light Rain
KK Nagar ATM,434500,FRIDAY,NH,W,WWH,13,11,2015,Light Rain
Christ College ATM,513300,FRIDAY,NH,W,WWH,13,11,2015,Light Rain
Big Street ATM,553300,SATURDAY,NH,H,WHH,14,11,2015,No Rain
Mount Road ATM,361500,SATURDAY,NH,H,WHH,14,11,2015,No Rain
Airport ATM,542800,SATURDAY,NH,H,WHH,14,11,2015,No Rain
KK Nagar ATM,787800,SATURDAY,NH,H,WHH,14,11,2015,No Rain
Christ College ATM,474000,SATURDAY,NH,H,WHH,14,11,2015,No Rain
Big Street ATM,492700,SUNDAY,NH,H,HHW,15,11,2015,Moderate Rain
Mount Road ATM,57400,SUNDAY,NH,H,HHW,15,11,2015,Moderate Rain
Airport ATM,221600,SUNDAY,NH,H,HHW,15,11,2015,Moderate Rain
KK Nagar ATM,454600,SUNDAY,NH,H,HHW,15,11,2015,Moderate Rain
Christ College ATM,179400,SUNDAY,NH,H,HHW,15,11,2015,Moderate Rain
Big Street ATM,475900,MONDAY,NH,W,HWW,16,11,2015,Moderate Rain
Mount Road ATM,371000,MONDAY,NH,W,HWW,16,11,2015,Moderate Rain
Airport ATM,25100,MONDAY,NH,W,HWW,16,11,2015,Moderate Rain
KK Nagar ATM,596300,MONDAY,NH,W,HWW,16,11,2015,Moderate Rain
Christ College ATM,336700,MONDAY,NH,W,HWW,16,11,2015,Moderate Rain
Big Street ATM,666300,TUESDAY,NH,W,WWW,17,11,2015,Light Rain
Mount Road ATM,759000,TUESDAY,NH,W,WWW,17,11,2015,Light Rain
Airport ATM,353300,TUESDAY,NH,W,WWW,17,11,2015,Light Rain
KK Nagar ATM,77100,TUESDAY,NH,W,WWW,17,11,2015,Light Rain
Christ College ATM,749700,TUESDAY,NH,W,WWW,17,11,2015,Light Rain
Big Street ATM,365500,WEDNESDAY,NH,W,WWW,18,11,2015,Light Rain
Mount Road ATM,430700,WEDNESDAY,NH,W,WWW,18,11,2015,Light Rain
Airport ATM,190800,WEDNESDAY,NH,W,WWW,18,11,2015,Light Rain
KK Nagar ATM,590900,WEDNESDAY,NH,W,WWW,18,11,2015,Light Rain
Christ College ATM,497400,WEDNESDAY,NH,W,WWW,18,11,2015,Light Rain
Big Street ATM,365400,THURSDAY,NH,W,WWW,19,11,2015,Moderate Rain
Mount Road ATM,464900,THURSDAY,NH,W,WWW,19,11,2015,Moderate Rain
Airport ATM,361800,THURSDAY,NH,W,WWW,19,11,2015,Moderate Rain
KK Nagar ATM,89800,THURSDAY,NH,W,WWW,19,11,2015,Moderate Rain
Christ College ATM,501500,THURSDAY,NH,W,WWW,19,11,2015,Moderate Rain
Big Street ATM,578600,FRIDAY,NH,W,WWH,20,11,2015,Light Rain
Mount Road ATM,68100,FRIDAY,NH,W,WWH,20,11,2015,Light Rain
Airport ATM,380400,FRIDAY,NH,W,WWH,20,11,2015,Light Rain
KK Nagar ATM,87100,FRIDAY,NH,W,WWH,20,11,2015,Light Rain
Christ College ATM,434600,FRIDAY,NH,W,WWH,20,11,2015,Light Rain
Big Street ATM,452800,SATURDAY,NH,H,WHH,21,11,2015,No Rain
Mount Road ATM,471500,SATURDAY,NH,H,WHH,21,11,2015,No Rain
Airport ATM,507200,SATURDAY,NH,H,WHH,21,11,2015,No Rain
KK Nagar ATM,510800,SATURDAY,NH,H,WHH,21,11,2015,No Rain
Christ College ATM,758200,SATURDAY,NH,H,WHH,21,11,2015,No Rain
Big Street ATM,350500,SUNDAY,NH,H,HHH,22,11,2015,Light Rain
Mount Road ATM,305000,SUNDAY,NH,H,HHH,22,11,2015,Light Rain
Airport ATM,103500,SUNDAY,NH,H,HHH,22,11,2015,Light Rain
Christ College ATM,320700,SUNDAY,NH,H,HHH,22,11,2015,Light Rain
Big Street ATM,312000,MONDAY,M,H,HHW,23,11,2015,Light Rain
Mount Road ATM,218100,MONDAY,M,H,HHW,23,11,2015,Light Rain
Airport ATM,126700,MONDAY,M,H,HHW,23,11,2015,Light Rain
KK Nagar ATM,22400,MONDAY,M,H,HHW,23,11,2015,Light Rain
Christ College ATM,605000,MONDAY,M,H,HHW,23,11,2015,Light Rain
Big Street ATM,447700,TUESDAY,NH,W,HWW,24,11,2015,Light Rain
Mount Road ATM,470300,TUESDAY,NH,W,HWW,24,11,2015,Light Rain
Airport ATM,267800,TUESDAY,NH,W,HWW,24,11,2015,Light Rain
KK Nagar ATM,349600,TUESDAY,NH,W,HWW,24,11,2015,Light Rain
Christ College ATM,458800,TUESDAY,NH,W,HWW,24,11,2015,Light Rain
Big Street ATM,442400,WEDNESDAY,NH,W,WWW,25,11,2015,No Rain
Mount Road ATM,396800,WEDNESDAY,NH,W,WWW,25,11,2015,No Rain
Airport ATM,207500,WEDNESDAY,NH,W,WWW,25,11,2015,No Rain
KK Nagar ATM,673700,WEDNESDAY,NH,W,WWW,25,11,2015,No Rain
Christ College ATM,592500,WEDNESDAY,NH,W,WWW,25,11,2015,No Rain
Big Street ATM,569600,THURSDAY,NH,W,WWW,26,11,2015,No Rain
Mount Road ATM,444200,THURSDAY,NH,W,WWW,26,11,2015,No Rain
Airport ATM,449400,THURSDAY,NH,W,WWW,26,11,2015,No Rain
KK Nagar ATM,632700,THURSDAY,NH,W,WWW,26,11,2015,No Rain
Christ College ATM,666800,THURSDAY,NH,W,WWW,26,11,2015,No Rain
Big Street ATM,515400,FRIDAY,NH,W,WWH,27,11,2015,No Rain
Mount Road ATM,208100,FRIDAY,NH,W,WWH,27,11,2015,No Rain
Airport ATM,414300,FRIDAY,NH,W,WWH,27,11,2015,No Rain
KK Nagar ATM,201900,FRIDAY,NH,W,WWH,27,11,2015,No Rain
Christ College ATM,743500,FRIDAY,NH,W,WWH,27,11,2015,No Rain
Big Street ATM,352900,SATURDAY,NH,H,WHH,28,11,2015,No Rain
Mount Road ATM,68400,SATURDAY,NH,H,WHH,28,11,2015,No Rain
Airport ATM,505500,SATURDAY,NH,H,WHH,28,11,2015,No Rain
KK Nagar ATM,921100,SATURDAY,NH,H,WHH,28,11,2015,No Rain
Christ College ATM,385200,SATURDAY,NH,H,WHH,28,11,2015,No Rain
Big Street ATM,382300,SUNDAY,NH,H,HHW,29,11,2015,Light Rain
Mount Road ATM,25600,SUNDAY,NH,H,HHW,29,11,2015,Light Rain
Airport ATM,118500,SUNDAY,NH,H,HHW,29,11,2015,Light Rain
KK Nagar ATM,307300,SUNDAY,NH,H,HHW,29,11,2015,Light Rain
Christ College ATM,1400,SUNDAY,NH,H,HHW,29,11,2015,Light Rain
Big Street ATM,611100,MONDAY,NH,W,HWW,30,11,2015,Light Rain
Mount Road ATM,248600,MONDAY,NH,W,HWW,30,11,2015,Light Rain
Airport ATM,752500,MONDAY,NH,W,HWW,30,11,2015,Light Rain
KK Nagar ATM,1239700,MONDAY,NH,W,HWW,30,11,2015,Light Rain
Christ College ATM,784500,MONDAY,NH,W,HWW,30,11,2015,Light Rain
Big Street ATM,711900,TUESDAY,NH,W,WWW,1,12,2015,Light Rain
Mount Road ATM,139700,TUESDAY,NH,W,WWW,1,12,2015,Light Rain
Airport ATM,218300,TUESDAY,NH,W,WWW,1,12,2015,Light Rain
KK Nagar ATM,485800,TUESDAY,NH,W,WWW,1,12,2015,Light Rain
Christ College ATM,990900,TUESDAY,NH,W,WWW,1,12,2015,Light Rain
Big Street ATM,618400,WEDNESDAY,NH,W,WWW,2,12,2015,Light Rain
Mount Road ATM,10000,WEDNESDAY,NH,W,WWW,2,12,2015,Light Rain
KK Nagar ATM,1405400,WEDNESDAY,NH,W,WWW,2,12,2015,Light Rain
Christ College ATM,980700,WEDNESDAY,NH,W,WWW,2,12,2015,Light Rain
Big Street ATM,562200,THURSDAY,NH,W,WWW,3,12,2015,Light Rain
KK Nagar ATM,1101700,THURSDAY,NH,W,WWW,3,12,2015,Light Rain
Christ College ATM,758400,THURSDAY,NH,W,WWW,3,12,2015,Light Rain
Big Street ATM,498200,FRIDAY,NH,W,WWH,4,12,2015,Light Rain
KK Nagar ATM,719500,FRIDAY,NH,W,WWH,4,12,2015,Light Rain
Christ College ATM,782000,FRIDAY,NH,W,WWH,4,12,2015,Light Rain
Big Street ATM,462100,SATURDAY,NH,H,WHH,5,12,2015,No Rain
Mount Road ATM,20100,SATURDAY,NH,H,WHH,5,12,2015,No Rain
KK Nagar ATM,575100,SATURDAY,NH,H,WHH,5,12,2015,No Rain
Christ College ATM,978600,SATURDAY,NH,H,WHH,5,12,2015,No Rain
Big Street ATM,493500,SUNDAY,NH,H,HHW,6,12,2015,Light Rain
Airport ATM,330800,SUNDAY,NH,H,HHW,6,12,2015,Light Rain
KK Nagar ATM,10000,SUNDAY,NH,H,HHW,6,12,2015,Light Rain
Christ College ATM,34000,SUNDAY,NH,H,HHW,6,12,2015,Light Rain
Big Street ATM,514800,MONDAY,NH,W,HWW,7,12,2015,Light Rain
Airport ATM,311500,MONDAY,NH,W,HWW,7,12,2015,Light Rain
KK Nagar ATM,489000,MONDAY,NH,W,HWW,7,12,2015,Light Rain
Christ College ATM,694500,MONDAY,NH,W,HWW,7,12,2015,Light Rain
Big Street ATM,570700,TUESDAY,NH,W,WWW,8,12,2015,No Rain
Airport ATM,922900,TUESDAY,NH,W,WWW,8,12,2015,No Rain
KK Nagar ATM,508900,TUESDAY,NH,W,WWW,8,12,2015,No Rain
Christ College ATM,596900,TUESDAY,NH,W,WWW,8,12,2015,No Rain
Big Street ATM,414700,WEDNESDAY,NH,W,WWW,9,12,2015,Light Rain
Airport ATM,582400,WEDNESDAY,NH,W,WWW,9,12,2015,Light Rain
KK Nagar ATM,96400,WEDNESDAY,NH,W,WWW,9,12,2015,Light Rain
Christ College ATM,634900,WEDNESDAY,NH,W,WWW,9,12,2015,Light Rain
Big Street ATM,517500,THURSDAY,NH,W,WWW,10,12,2015,No Rain
Airport ATM,553400,THURSDAY,NH,W,WWW,10,12,2015,No Rain
KK Nagar ATM,432500,THURSDAY,NH,W,WWW,10,12,2015,No Rain
Christ College ATM,595000,THURSDAY,NH,W,WWW,10,12,2015,No Rain
Big Street ATM,569700,FRIDAY,NH,W,WWH,11,12,2015,No Rain
Airport ATM,616200,FRIDAY,NH,W,WWH,11,12,2015,No Rain
KK Nagar ATM,330000,FRIDAY,NH,W,WWH,11,12,2015,No Rain
Christ College ATM,461700,FRIDAY,NH,W,WWH,11,12,2015,No Rain
Big Street ATM,491500,SATURDAY,NH,H,WHH,12,12,2015,No Rain
Airport ATM,312500,SATURDAY,NH,H,WHH,12,12,2015,No Rain
KK Nagar ATM,868700,SATURDAY,NH,H,WHH,12,12,2015,No Rain
Christ College ATM,590400,SATURDAY,NH,H,WHH,12,12,2015,No Rain
Big Street ATM,598000,SUNDAY,NH,H,HHW,13,12,2015,Light Rain
Airport ATM,227900,SUNDAY,NH,H,HHW,13,12,2015,Light Rain
KK Nagar ATM,936300,SUNDAY,NH,H,HHW,13,12,2015,Light Rain
Christ College ATM,445800,SUNDAY,NH,H,HHW,13,12,2015,Light Rain
Big Street ATM,550600,MONDAY,NH,W,HWW,14,12,2015,Moderate Rain
Airport ATM,404000,MONDAY,NH,W,HWW,14,12,2015,Moderate Rain
KK Nagar ATM,1148300,MONDAY,NH,W,HWW,14,12,2015,Moderate Rain
Christ College ATM,490300,MONDAY,NH,W,HWW,14,12,2015,Moderate Rain
Big Street ATM,376100,TUESDAY,NH,W,WWW,15,12,2015,Light Rain
Airport ATM,432200,TUESDAY,NH,W,WWW,15,12,2015,Light Rain
KK Nagar ATM,693900,TUESDAY,NH,W,WWW,15,12,2015,Light Rain
Christ College ATM,673300,TUESDAY,NH,W,WWW,15,12,2015,Light Rain
Big Street ATM,539200,WEDNESDAY,NH,W,WWW,16,12,2015,No Rain
Airport ATM,230300,WEDNESDAY,NH,W,WWW,16,12,2015,No Rain
KK Nagar ATM,1287800,WEDNESDAY,NH,W,WWW,16,12,2015,No Rain
Christ College ATM,693400,WEDNESDAY,NH,W,WWW,16,12,2015,No Rain
Big Street ATM,413700,THURSDAY,NH,W,WWW,17,12,2015,No Rain
Airport ATM,206100,THURSDAY,NH,W,WWW,17,12,2015,No Rain
KK Nagar ATM,1237200,THURSDAY,NH,W,WWW,17,12,2015,No Rain
Christ College ATM,442500,THURSDAY,NH,W,WWW,17,12,2015,No Rain
Big Street ATM,284100,FRIDAY,NH,W,WWH,18,12,2015,Light Rain
Airport ATM,383200,FRIDAY,NH,W,WWH,18,12,2015,Light Rain
KK Nagar ATM,841100,FRIDAY,NH,W,WWH,18,12,2015,Light Rain
Christ College ATM,563100,FRIDAY,NH,W,WWH,18,12,2015,Light Rain
Big Street ATM,443800,SATURDAY,NH,H,WHH,19,12,2015,Light Rain
Airport ATM,518900,SATURDAY,NH,H,WHH,19,12,2015,Light Rain
KK Nagar ATM,740600,SATURDAY,NH,H,WHH,19,12,2015,Light Rain
Christ College ATM,550800,SATURDAY,NH,H,WHH,19,12,2015,Light Rain
Big Street ATM,406400,SUNDAY,NH,H,HHW,20,12,2015,Light Rain
Airport ATM,389700,SUNDAY,NH,H,HHW,20,12,2015,Light Rain
KK Nagar ATM,99900,SUNDAY,NH,H,HHW,20,12,2015,Light Rain
Christ College ATM,422200,SUNDAY,NH,H,HHW,20,12,2015,Light Rain
Big Street ATM,522800,MONDAY,NH,W,HWW,21,12,2015,No Rain
Airport ATM,352800,MONDAY,NH,W,HWW,21,12,2015,No Rain
KK Nagar ATM,1000800,MONDAY,NH,W,HWW,21,12,2015,No Rain
Christ College ATM,520100,MONDAY,NH,W,HWW,21,12,2015,No Rain
Big Street ATM,494900,TUESDAY,NH,W,WWW,22,12,2015,No Rain
Airport ATM,249800,TUESDAY,NH,W,WWW,22,12,2015,No Rain
KK Nagar ATM,435100,TUESDAY,NH,W,WWW,22,12,2015,No Rain
Christ College ATM,549900,TUESDAY,NH,W,WWW,22,12,2015,No Rain
Big Street ATM,578900,WEDNESDAY,NH,W,WWW,23,12,2015,No Rain
Airport ATM,543200,WEDNESDAY,NH,W,WWW,23,12,2015,No Rain
KK Nagar ATM,988900,WEDNESDAY,NH,W,WWW,23,12,2015,No Rain
Christ College ATM,648400,WEDNESDAY,NH,W,WWW,23,12,2015,No Rain
Big Street ATM,497100,THURSDAY,NH,W,WWH,24,12,2015,No Rain
Airport ATM,99400,THURSDAY,NH,W,WWH,24,12,2015,No Rain
KK Nagar ATM,547400,THURSDAY,NH,W,WWH,24,12,2015,No Rain
Christ College ATM,488100,THURSDAY,NH,W,WWH,24,12,2015,No Rain
Big Street ATM,234300,FRIDAY,C,H,WHH,25,12,2015,No Rain
KK Nagar ATM,149400,FRIDAY,C,H,WHH,25,12,2015,No Rain
Christ College ATM,244800,FRIDAY,C,H,WHH,25,12,2015,No Rain
Big Street ATM,232700,SATURDAY,NH,H,HHH,26,12,2015,No Rain
Airport ATM,247400,SATURDAY,NH,H,HHH,26,12,2015,No Rain
KK Nagar ATM,1126700,SATURDAY,NH,H,HHH,26,12,2015,No Rain
Christ College ATM,191100,SATURDAY,NH,H,HHH,26,12,2015,No Rain
Big Street ATM,375700,SUNDAY,NH,H,HHW,27,12,2015,No Rain
Airport ATM,320300,SUNDAY,NH,H,HHW,27,12,2015,No Rain
KK Nagar ATM,712200,SUNDAY,NH,H,HHW,27,12,2015,No Rain
Christ College ATM,300,SUNDAY,NH,H,HHW,27,12,2015,No Rain
Big Street ATM,418400,MONDAY,NH,W,HWW,28,12,2015,No Rain
Airport ATM,470600,MONDAY,NH,W,HWW,28,12,2015,No Rain
KK Nagar ATM,1359200,MONDAY,NH,W,HWW,28,12,2015,No Rain
Christ College ATM,507000,MONDAY,NH,W,HWW,28,12,2015,No Rain
Big Street ATM,494000,TUESDAY,NH,W,WWW,29,12,2015,Light Rain
Airport ATM,290700,TUESDAY,NH,W,WWW,29,12,2015,Light Rain
KK Nagar ATM,1191300,TUESDAY,NH,W,WWW,29,12,2015,Light Rain
Christ College ATM,504600,TUESDAY,NH,W,WWW,29,12,2015,Light Rain
Big Street ATM,489500,WEDNESDAY,NH,W,WWW,30,12,2015,No Rain
Airport ATM,69600,WEDNESDAY,NH,W,WWW,30,12,2015,No Rain
KK Nagar ATM,699100,WEDNESDAY,NH,W,WWW,30,12,2015,No Rain
Christ College ATM,703700,WEDNESDAY,NH,W,WWW,30,12,2015,No Rain
Big Street ATM,497700,THURSDAY,NH,W,WWH,31,12,2015,No Rain
Airport ATM,76200,THURSDAY,NH,W,WWH,31,12,2015,No Rain
KK Nagar ATM,1595200,THURSDAY,NH,W,WWH,31,12,2015,No Rain
Christ College ATM,558400,THURSDAY,NH,W,WWH,31,12,2015,No Rain
Big Street ATM,663600,FRIDAY,C,H,WHH,1,1,2016,No Rain
Airport ATM,25600,FRIDAY,C,H,WHH,1,1,2016,No Rain
KK Nagar ATM,1878400,FRIDAY,C,H,WHH,1,1,2016,No Rain
Christ College ATM,9100,FRIDAY,C,H,WHH,1,1,2016,No Rain
Big Street ATM,305900,SATURDAY,NH,H,HHH,2,1,2016,No Rain
Airport ATM,52000,SATURDAY,NH,H,HHH,2,1,2016,No Rain
KK Nagar ATM,2337700,SATURDAY,NH,H,HHH,2,1,2016,No Rain
Christ College ATM,866800,SATURDAY,NH,H,HHH,2,1,2016,No Rain
Big Street ATM,224900,SUNDAY,NH,H,HHW,3,1,2016,No Rain
Airport ATM,20000,SUNDAY,NH,H,HHW,3,1,2016,No Rain
KK Nagar ATM,324000,SUNDAY,NH,H,HHW,3,1,2016,No Rain
Christ College ATM,710300,SUNDAY,NH,H,HHW,3,1,2016,No Rain
Big Street ATM,466400,MONDAY,NH,W,HWW,4,1,2016,No Rain
Airport ATM,74400,MONDAY,NH,W,HWW,4,1,2016,No Rain
Christ College ATM,990300,MONDAY,NH,W,HWW,4,1,2016,No Rain
Big Street ATM,610000,TUESDAY,NH,W,WWW,5,1,2016,No Rain
Airport ATM,117700,TUESDAY,NH,W,WWW,5,1,2016,No Rain
KK Nagar ATM,455700,TUESDAY,NH,W,WWW,5,1,2016,No Rain
Christ College ATM,682100,TUESDAY,NH,W,WWW,5,1,2016,No Rain
Big Street ATM,596600,WEDNESDAY,NH,W,WWW,6,1,2016,No Rain
Airport ATM,76700,WEDNESDAY,NH,W,WWW,6,1,2016,No Rain
KK Nagar ATM,1368100,WEDNESDAY,NH,W,WWW,6,1,2016,No Rain
Christ College ATM,1009700,WEDNESDAY,NH,W,WWW,6,1,2016,No Rain
Big Street ATM,494700,THURSDAY,NH,W,WWW,7,1,2016,No Rain
Airport ATM,69700,THURSDAY,NH,W,WWW,7,1,2016,No Rain
KK Nagar ATM,912200,THURSDAY,NH,W,WWW,7,1,2016,No Rain
Christ College ATM,795700,THURSDAY,NH,W,WWW,7,1,2016,No Rain
Big Street ATM,390700,FRIDAY,NH,W,WWH,8,1,2016,No Rain
Airport ATM,53900,FRIDAY,NH,W,WWH,8,1,2016,No Rain
KK Nagar ATM,1082600,FRIDAY,NH,W,WWH,8,1,2016,No Rain
Christ College ATM,541200,FRIDAY,NH,W,WWH,8,1,2016,No Rain
Big Street ATM,577600,SATURDAY,NH,H,WHH,9,1,2016,No Rain
Airport ATM,407800,SATURDAY,NH,H,WHH,9,1,2016,No Rain
KK Nagar ATM,637200,SATURDAY,NH,H,WHH,9,1,2016,No Rain
Christ College ATM,740600,SATURDAY,NH,H,WHH,9,1,2016,No Rain
Big Street ATM,646100,SUNDAY,NH,H,HHW,10,1,2016,No Rain
Airport ATM,221600,SUNDAY,NH,H,HHW,10,1,2016,No Rain
KK Nagar ATM,530800,SUNDAY,NH,H,HHW,10,1,2016,No Rain
Christ College ATM,92000,SUNDAY,NH,H,HHW,10,1,2016,No Rain
Big Street ATM,423600,MONDAY,NH,W,HWW,11,1,2016,No Rain
Airport ATM,343600,MONDAY,NH,W,HWW,11,1,2016,No Rain
KK Nagar ATM,641400,MONDAY,NH,W,HWW,11,1,2016,No Rain
Christ College ATM,1031800,MONDAY,NH,W,HWW,11,1,2016,No Rain
Big Street ATM,456700,TUESDAY,NH,W,WWW,12,1,2016,No Rain
Airport ATM,743700,TUESDAY,NH,W,WWW,12,1,2016,No Rain
KK Nagar ATM,745600,TUESDAY,NH,W,WWW,12,1,2016,No Rain
Christ College ATM,811100,TUESDAY,NH,W,WWW,12,1,2016,No Rain
Big Street ATM,447600,WEDNESDAY,NH,W,WWW,13,1,2016,No Rain
Airport ATM,385500,WEDNESDAY,NH,W,WWW,13,1,2016,No Rain
KK Nagar ATM,1000900,WEDNESDAY,NH,W,WWW,13,1,2016,No Rain
Christ College ATM,839300,WEDNESDAY,NH,W,WWW,13,1,2016,No Rain
Big Street ATM,466200,THURSDAY,NH,W,WWH,14,1,2016,No Rain
Airport ATM,661300,THURSDAY,NH,W,WWH,14,1,2016,No Rain
KK Nagar ATM,1126800,THURSDAY,NH,W,WWH,14,1,2016,No Rain
Christ College ATM,670800,THURSDAY,NH,W,WWH,14,1,2016,No Rain
Big Street ATM,424300,FRIDAY,H,H,WHH,15,1,2016,No Rain
KK Nagar ATM,760700,FRIDAY,H,H,WHH,15,1,2016,No Rain
Christ College ATM,269100,FRIDAY,H,H,WHH,15,1,2016,No Rain
Big Street ATM,379400,SATURDAY,H,H,HHH,16,1,2016,No Rain
Airport ATM,9700,SATURDAY,H,H,HHH,16,1,2016,No Rain
KK Nagar ATM,331900,SATURDAY,H,H,HHH,16,1,2016,No Rain
Christ College ATM,273200,SATURDAY,H,H,HHH,16,1,2016,No Rain
Big Street ATM,354400,SUNDAY,H,H,HHW,17,1,2016,No Rain
KK Nagar ATM,777600,SUNDAY,H,H,HHW,17,1,2016,No Rain
Christ College ATM,135700,SUNDAY,H,H,HHW,17,1,2016,No Rain
Big Street ATM,406900,MONDAY,NH,W,HWW,18,1,2016,Light Rain
Airport ATM,391400,MONDAY,NH,W,HWW,18,1,2016,Light Rain
KK Nagar ATM,151300,MONDAY,NH,W,HWW,18,1,2016,Light Rain
Christ College ATM,479400,MONDAY,NH,W,HWW,18,1,2016,Light Rain
Big Street ATM,360800,TUESDAY,NH,W,WWW,19,1,2016,Light Rain
Airport ATM,125100,TUESDAY,NH,W,WWW,19,1,2016,Light Rain
KK Nagar ATM,1263300,TUESDAY,NH,W,WWW,19,1,2016,Light Rain
Christ College ATM,654400,TUESDAY,NH,W,WWW,19,1,2016,Light Rain
Big Street ATM,271300,WEDNESDAY,NH,W,WWW,20,1,2016,Light Rain
Airport ATM,19100,WEDNESDAY,NH,W,WWW,20,1,2016,Light Rain
KK Nagar ATM,739800,WEDNESDAY,NH,W,WWW,20,1,2016,Light Rain
Christ College ATM,652400,WEDNESDAY,NH,W,WWW,20,1,2016,Light Rain
Big Street ATM,178300,THURSDAY,NH,W,WWW,21,1,2016,Light Rain
Airport ATM,80200,THURSDAY,NH,W,WWW,21,1,2016,Light Rain
KK Nagar ATM,489900,THURSDAY,NH,W,WWW,21,1,2016,Light Rain
Christ College ATM,713100,THURSDAY,NH,W,WWW,21,1,2016,Light Rain
Big Street ATM,447900,FRIDAY,NH,W,WWH,22,1,2016,Light Rain
Airport ATM,285100,FRIDAY,NH,W,WWH,22,1,2016,Light Rain
KK Nagar ATM,935900,FRIDAY,NH,W,WWH,22,1,2016,Light Rain
Christ College ATM,431700,FRIDAY,NH,W,WWH,22,1,2016,Light Rain
Big Street ATM,327900,SATURDAY,NH,H,WHH,23,1,2016,No Rain
Mount Road ATM,1800,SATURDAY,NH,H,WHH,23,1,2016,No Rain
Airport ATM,212600,SATURDAY,NH,H,WHH,23,1,2016,No Rain
KK Nagar ATM,604300,SATURDAY,NH,H,WHH,23,1,2016,No Rain
Christ College ATM,581200,SATURDAY,NH,H,WHH,23,1,2016,No Rain
Big Street ATM,49600,SUNDAY,NH,H,HHW,24,1,2016,No Rain
Airport ATM,81600,SUNDAY,NH,H,HHW,24,1,2016,No Rain
KK Nagar ATM,946700,SUNDAY,NH,H,HHW,24,1,2016,No Rain
Christ College ATM,259500,SUNDAY,NH,H,HHW,24,1,2016,No Rain
Big Street ATM,314800,MONDAY,NH,W,HWH,25,1,2016,No Rain
Mount Road ATM,11100,MONDAY,NH,W,HWH,25,1,2016,No Rain
